"type","element1","type1","charge1","ind11","inda1","logp1","lumo1","element2","type2","charge2","ind12","inda2","logp2","lumo2","Class"
7,"c",22,-0.115,1,0,4.18,-2.68,"c",22,-0.115,1,0,4.18,-2.68,"yes"
7,"c",22,-0.115,1,0,4.18,-2.68,"c",22,-0.115,1,0,4.18,-2.68,"yes"
1,"c",22,-0.115,1,0,4.18,-2.68,"h",3,0.145,1,0,4.18,-2.68,"yes"
1,"c",22,-0.115,1,0,4.18,-2.68,"h",3,0.145,1,0,4.18,-2.68,"yes"
1,"c",22,-0.115,1,0,4.18,-2.68,"n",38,0.816,1,0,4.18,-2.68,"yes"
1,"c",22,-0.115,1,0,4.18,-2.68,"n",38,0.816,1,0,4.18,-2.68,"yes"
2,"n",38,0.816,1,0,4.18,-2.68,"o",40,-0.384,1,0,4.18,-2.68,"yes"
2,"n",38,0.816,1,0,4.18,-2.68,"o",40,-0.384,1,0,4.18,-2.68,"yes"
7,"c",22,-0.115,1,0,4.18,-2.68,"c",27,0.015,1,0,4.18,-2.68,"yes"
2,"n",38,0.816,1,0,4.18,-2.68,"o",40,-0.384,1,0,4.18,-2.68,"yes"
1,"c",22,-0.115,1,0,4.18,-2.68,"h",3,0.145,1,0,4.18,-2.68,"yes"
7,"c",22,-0.113,1,0,5.41,-1.61,"c",22,-0.113,1,0,5.41,-1.61,"yes"
1,"c",22,-0.113,1,0,5.41,-1.61,"h",3,0.146,1,0,5.41,-1.61,"yes"
7,"c",27,0.017,1,0,5.41,-1.61,"c",22,-0.113,1,0,5.41,-1.61,"yes"
7,"c",27,-0.083,1,0,5.41,-1.61,"c",27,0.017,1,0,5.41,-1.61,"yes"
7,"c",22,-0.113,1,0,5.41,-1.61,"c",22,-0.113,1,0,5.41,-1.61,"yes"
7,"c",22,-0.113,1,0,5.41,-1.61,"c",22,-0.113,1,0,5.41,-1.61,"yes"
1,"c",22,-0.113,1,0,5.41,-1.61,"h",3,0.146,1,0,5.41,-1.61,"yes"
1,"c",22,-0.113,1,0,5.41,-1.61,"h",3,0.146,1,0,5.41,-1.61,"yes"
1,"c",22,-0.113,1,0,5.41,-1.61,"h",3,0.146,1,0,5.41,-1.61,"yes"
2,"n",38,0.816,1,0,5.41,-1.61,"o",40,-0.384,1,0,5.41,-1.61,"yes"
2,"n",38,0.816,1,0,5.41,-1.61,"o",40,-0.384,1,0,5.41,-1.61,"yes"
7,"c",27,0.017,1,0,5.41,-1.61,"c",27,-0.083,1,0,5.41,-1.61,"yes"
1,"c",22,-0.113,1,0,5.41,-1.61,"h",3,0.146,1,0,5.41,-1.61,"yes"
7,"c",22,-0.124,0,0,4.49,-1.056,"c",22,-0.124,0,0,4.49,-1.056,"no"
7,"c",29,0.006,0,0,4.49,-1.056,"c",22,-0.124,0,0,4.49,-1.056,"no"
7,"c",22,-0.124,0,0,4.49,-1.056,"c",22,-0.173,0,0,4.49,-1.056,"no"
1,"c",22,-0.124,0,0,4.49,-1.056,"h",3,0.136,0,0,4.49,-1.056,"no"
1,"c",10,0.006,0,0,4.49,-1.056,"h",3,0.056,0,0,4.49,-1.056,"no"
1,"c",22,-0.124,0,0,4.49,-1.056,"h",3,0.137,0,0,4.49,-1.056,"no"
2,"n",38,0.807,0,0,4.49,-1.056,"o",40,-0.393,0,0,4.49,-1.056,"no"
7,"c",29,0.006,0,0,4.49,-1.056,"c",22,-0.173,0,0,4.49,-1.056,"no"
1,"c",22,-0.124,0,0,4.49,-1.056,"h",3,0.137,0,0,4.49,-1.056,"no"
7,"c",22,-0.121,0,0,1.89,-1.596,"c",22,-0.121,0,0,1.89,-1.596,"no"
1,"c",22,-0.121,0,0,1.89,-1.596,"n",38,0.81,0,0,1.89,-1.596,"no"
1,"c",22,0.31,0,0,1.89,-1.596,"f",92,-0.291,0,0,1.89,-1.596,"no"
1,"c",22,0.309,0,0,1.89,-1.596,"f",92,-0.291,0,0,1.89,-1.596,"no"
7,"c",22,-0.121,0,0,1.89,-1.596,"c",22,0.309,0,0,1.89,-1.596,"no"
1,"c",22,-0.121,0,0,1.89,-1.596,"h",3,0.139,0,0,1.89,-1.596,"no"
1,"c",22,-0.121,0,0,1.89,-1.596,"h",3,0.139,0,0,1.89,-1.596,"no"
7,"c",22,-0.119,1,0,4.99,-1.256,"c",22,-0.119,1,0,4.99,-1.256,"yes"
7,"c",22,0.011,1,0,4.99,-1.256,"c",27,-0.089,1,0,4.99,-1.256,"yes"
7,"c",22,-0.119,1,0,4.99,-1.256,"c",22,-0.119,1,0,4.99,-1.256,"yes"
1,"c",22,-0.119,1,0,4.99,-1.256,"n",38,0.811,1,0,4.99,-1.256,"yes"
1,"c",22,-0.119,1,0,4.99,-1.256,"h",3,0.141,1,0,4.99,-1.256,"yes"
1,"c",22,-0.119,1,0,4.99,-1.256,"h",3,0.141,1,0,4.99,-1.256,"yes"
1,"c",22,-0.119,1,0,4.99,-1.256,"h",3,0.141,1,0,4.99,-1.256,"yes"
7,"c",22,-0.119,1,0,4.99,-1.256,"c",22,0.011,1,0,4.99,-1.256,"yes"
7,"c",22,0.011,1,0,4.99,-1.256,"c",195,-0.089,1,0,4.99,-1.256,"yes"
7,"c",22,-0.119,1,0,4.99,-1.256,"c",195,0.011,1,0,4.99,-1.256,"yes"
1,"c",22,0.011,1,0,4.99,-1.256,"c",10,-0.089,1,0,4.99,-1.256,"yes"
1,"c",10,-0.089,1,0,4.99,-1.256,"c",22,0.011,1,0,4.99,-1.256,"yes"
7,"c",22,-0.142,1,0,2.29,-2.718,"c",22,-0.142,1,0,2.29,-2.718,"yes"
1,"c",22,0.188,1,0,2.29,-2.718,"n",32,-0.412,1,0,2.29,-2.718,"yes"
1,"n",32,-0.412,1,0,2.29,-2.718,"c",22,0.188,1,0,2.29,-2.718,"yes"
7,"c",22,0.188,1,0,2.29,-2.718,"c",22,0.188,1,0,2.29,-2.718,"yes"
7,"c",22,-0.142,1,0,2.29,-2.718,"c",22,-0.142,1,0,2.29,-2.718,"yes"
1,"c",22,-0.142,1,0,2.29,-2.718,"h",3,0.118,1,0,2.29,-2.718,"yes"
1,"c",22,-0.142,1,0,2.29,-2.718,"h",3,0.118,1,0,2.29,-2.718,"yes"
7,"c",22,-0.142,1,0,2.29,-2.718,"c",22,-0.142,1,0,2.29,-2.718,"yes"
1,"c",22,-0.142,1,0,2.29,-2.718,"n",38,0.787,1,0,2.29,-2.718,"yes"
2,"n",38,0.787,1,0,2.29,-2.718,"o",40,-0.413,1,0,2.29,-2.718,"yes"
2,"n",38,0.787,1,0,2.29,-2.718,"o",40,-0.412,1,0,2.29,-2.718,"yes"
7,"c",22,-0.142,1,0,2.29,-2.718,"c",22,0.188,1,0,2.29,-2.718,"yes"
1,"c",22,-0.142,1,0,2.29,-2.718,"h",3,0.118,1,0,2.29,-2.718,"yes"
1,"c",22,-0.142,1,0,2.29,-2.718,"h",3,0.118,1,0,2.29,-2.718,"yes"
1,"c",22,-0.142,1,0,2.29,-2.718,"h",3,0.118,1,0,2.29,-2.718,"yes"
1,"c",22,-0.116,0,0,3.26,-2.196,"h",3,0.144,0,0,3.26,-2.196,"yes"
7,"c",29,0.014,0,0,3.26,-2.196,"c",22,-0.116,0,0,3.26,-2.196,"yes"
7,"c",22,-0.116,0,0,3.26,-2.196,"c",22,-0.116,0,0,3.26,-2.196,"yes"
7,"c",22,-0.116,0,0,3.26,-2.196,"c",22,-0.116,0,0,3.26,-2.196,"yes"
7,"c",22,-0.116,0,0,3.26,-2.196,"c",22,-0.116,0,0,3.26,-2.196,"yes"
1,"c",22,-0.116,0,0,3.26,-2.196,"h",3,0.144,0,0,3.26,-2.196,"yes"
2,"n",38,0.814,0,0,3.26,-2.196,"o",40,-0.386,0,0,3.26,-2.196,"yes"
2,"n",38,0.813,0,0,3.26,-2.196,"o",40,-0.386,0,0,3.26,-2.196,"yes"
7,"c",22,-0.11,1,0,3.36,-2.149,"c",26,-0.08,1,0,3.36,-2.149,"yes"
7,"c",26,-0.08,1,0,3.36,-2.149,"c",21,-0.08,1,0,3.36,-2.149,"yes"
7,"c",21,-0.08,1,0,3.36,-2.149,"c",21,-0.08,1,0,3.36,-2.149,"yes"
1,"c",22,-0.11,1,0,3.36,-2.149,"h",3,0.149,1,0,3.36,-2.149,"yes"
7,"c",27,0.02,1,0,3.36,-2.149,"c",22,-0.11,1,0,3.36,-2.149,"yes"
7,"c",22,-0.11,1,0,3.36,-2.149,"c",22,-0.11,1,0,3.36,-2.149,"yes"
1,"c",22,0.208,0,0,1.46,-1.592,"n",32,-0.392,0,0,1.46,-1.592,"no"
1,"n",36,-0.292,0,0,1.46,-1.592,"h",1,0.158,0,0,1.46,-1.592,"no"
1,"c",22,-0.122,0,0,1.46,-1.592,"n",38,0.808,0,0,1.46,-1.592,"no"
2,"n",38,0.808,0,0,1.46,-1.592,"o",40,-0.392,0,0,1.46,-1.592,"no"
2,"n",38,0.808,0,0,1.46,-1.592,"o",40,-0.392,0,0,1.46,-1.592,"no"
2,"n",38,0.808,0,0,1.46,-1.592,"o",40,-0.392,0,0,1.46,-1.592,"no"
7,"c",22,-0.122,0,0,1.46,-1.592,"c",22,-0.122,0,0,1.46,-1.592,"no"
1,"c",22,-0.122,0,0,1.46,-1.592,"h",3,0.138,0,0,1.46,-1.592,"no"
7,"c",22,-0.118,1,0,4.44,-2.292,"c",22,-0.118,1,0,4.44,-2.292,"yes"
7,"c",22,-0.118,1,0,4.44,-2.292,"c",29,0.012,1,0,4.44,-2.292,"yes"
7,"c",29,0.012,1,0,4.44,-2.292,"c",28,0.012,1,0,4.44,-2.292,"yes"
7,"c",28,0.012,1,0,4.44,-2.292,"c",22,-0.118,1,0,4.44,-2.292,"yes"
7,"c",22,-0.118,1,0,4.44,-2.292,"c",22,-0.118,1,0,4.44,-2.292,"yes"
2,"n",38,0.812,1,0,4.44,-2.292,"o",40,-0.388,1,0,4.44,-2.292,"yes"
1,"c",22,-0.118,1,0,4.44,-2.292,"h",3,0.142,1,0,4.44,-2.292,"yes"
1,"c",22,-0.118,1,0,4.44,-2.292,"h",3,0.142,1,0,4.44,-2.292,"yes"
1,"c",22,-0.118,1,0,4.44,-2.292,"h",3,0.142,1,0,4.44,-2.292,"yes"
1,"c",22,-0.118,1,0,4.44,-2.292,"h",3,0.142,1,0,4.44,-2.292,"yes"
7,"c",22,-0.118,1,0,4.44,-2.292,"c",27,0.012,1,0,4.44,-2.292,"yes"
7,"c",28,0.012,1,0,4.44,-2.292,"c",22,-0.118,1,0,4.44,-2.292,"yes"
7,"c",22,-0.134,0,0,1.73,-0.93,"c",22,-0.133,0,0,1.73,-0.93,"no"
1,"o",50,-0.234,0,0,1.73,-0.93,"c",10,0.087,0,0,1.73,-0.93,"no"
1,"c",10,0.087,0,0,1.73,-0.93,"h",3,0.047,0,0,1.73,-0.93,"no"
1,"c",10,0.087,0,0,1.73,-0.93,"h",3,0.047,0,0,1.73,-0.93,"no"
1,"c",22,-0.133,0,0,1.73,-0.93,"n",38,0.796,0,0,1.73,-0.93,"no"
7,"c",22,-0.133,0,0,1.73,-0.93,"c",22,-0.133,0,0,1.73,-0.93,"no"
7,"c",22,-0.133,0,0,1.73,-0.93,"c",22,-0.133,0,0,1.73,-0.93,"no"
7,"c",22,-0.133,0,0,1.73,-0.93,"c",22,0.176,0,0,1.73,-0.93,"no"
7,"c",22,0.176,0,0,1.73,-0.93,"c",22,-0.134,0,0,1.73,-0.93,"no"
1,"c",22,-0.133,0,0,1.73,-0.93,"h",3,0.127,0,0,1.73,-0.93,"no"
1,"c",22,-0.133,0,0,1.73,-0.93,"h",3,0.127,0,0,1.73,-0.93,"no"
1,"c",22,-0.131,0,0,2.83,-1.538,"h",3,0.129,0,0,2.83,-1.538,"no"
1,"c",16,0.099,0,0,2.83,-1.538,"h",3,0.099,0,0,2.83,-1.538,"no"
7,"c",22,-0.13,0,0,2.83,-1.538,"c",22,-0.131,0,0,2.83,-1.538,"no"
1,"c",22,-0.131,0,0,2.83,-1.538,"h",3,0.129,0,0,2.83,-1.538,"no"
1,"c",22,-0.131,0,0,2.83,-1.538,"h",3,0.129,0,0,2.83,-1.538,"no"
2,"n",38,0.8,0,0,2.83,-1.538,"o",40,-0.4,0,0,2.83,-1.538,"no"
7,"c",22,0.099,0,0,2.83,-1.538,"c",22,-0.131,0,0,2.83,-1.538,"no"
1,"c",22,-0.13,0,0,2.83,-1.538,"h",3,0.129,0,0,2.83,-1.538,"no"
1,"c",22,-0.131,0,0,2.83,-1.538,"h",3,0.129,0,0,2.83,-1.538,"no"
1,"c",22,0.008,0,0,1.74,-1.499,"c",14,0.238,0,0,1.74,-1.499,"no"
7,"c",22,-0.122,0,0,1.74,-1.499,"c",22,-0.122,0,0,1.74,-1.499,"no"
7,"c",22,-0.122,0,0,1.74,-1.499,"c",22,-0.122,0,0,1.74,-1.499,"no"
7,"c",22,-0.122,0,0,1.74,-1.499,"c",22,0.008,0,0,1.74,-1.499,"no"
7,"c",22,0.008,0,0,1.74,-1.499,"c",22,-0.122,0,0,1.74,-1.499,"no"
1,"c",22,-0.122,0,0,1.74,-1.499,"h",3,0.138,0,0,1.74,-1.499,"no"
1,"o",50,-0.181,1,0,7.13,-1.492,"c",22,0.229,1,0,7.13,-1.492,"no"
7,"c",22,0.229,1,0,7.13,-1.492,"c",22,0.229,1,0,7.13,-1.492,"no"
7,"c",22,-0.08,1,0,7.13,-1.492,"c",22,-0.08,1,0,7.13,-1.492,"no"
7,"c",22,-0.08,1,0,7.13,-1.492,"c",22,-0.08,1,0,7.13,-1.492,"no"
1,"c",22,-0.08,1,0,7.13,-1.492,"c",93,-0.15,1,0,7.13,-1.492,"no"
2,"n",38,0.849,1,0,7.13,-1.492,"o",40,-0.351,1,0,7.13,-1.492,"no"
7,"c",22,-0.08,1,0,7.13,-1.492,"c",22,0.229,1,0,7.13,-1.492,"no"
7,"c",22,0.229,1,0,7.13,-1.492,"c",22,-0.08,1,0,7.13,-1.492,"no"
1,"c",22,-0.08,1,0,7.13,-1.492,"h",3,0.179,1,0,7.13,-1.492,"no"
1,"c",22,0.229,1,0,7.13,-1.492,"o",50,-0.181,1,0,7.13,-1.492,"no"
7,"c",22,-0.116,1,0,4.73,-1.951,"c",22,-0.116,1,0,4.73,-1.951,"yes"
7,"c",27,-0.086,1,0,4.73,-1.951,"c",27,0.014,1,0,4.73,-1.951,"yes"
7,"c",27,0.014,1,0,4.73,-1.951,"c",22,-0.116,1,0,4.73,-1.951,"yes"
7,"c",22,-0.116,1,0,4.73,-1.951,"c",22,-0.116,1,0,4.73,-1.951,"yes"
1,"n",38,0.815,1,0,4.73,-1.951,"c",22,-0.116,1,0,4.73,-1.951,"yes"
7,"c",22,-0.116,1,0,4.73,-1.951,"c",22,-0.116,1,0,4.73,-1.951,"yes"
1,"c",22,-0.116,1,0,4.73,-1.951,"h",3,0.145,1,0,4.73,-1.951,"yes"
7,"c",22,-0.116,1,0,4.73,-1.951,"c",22,-0.116,1,0,4.73,-1.951,"yes"
1,"c",22,-0.116,1,0,4.73,-1.951,"h",3,0.145,1,0,4.73,-1.951,"yes"
1,"c",22,-0.116,1,0,4.73,-1.951,"h",3,0.145,1,0,4.73,-1.951,"yes"
1,"c",10,-0.086,1,0,4.73,-1.951,"h",3,0.064,1,0,4.73,-1.951,"yes"
1,"c",22,-0.116,1,0,4.73,-1.951,"n",38,0.815,1,0,4.73,-1.951,"yes"
2,"n",38,0.815,1,0,4.73,-1.951,"o",40,-0.385,1,0,4.73,-1.951,"yes"
2,"n",38,0.815,1,0,4.73,-1.951,"o",40,-0.385,1,0,4.73,-1.951,"yes"
7,"c",22,0.014,1,0,4.73,-1.951,"c",195,-0.086,1,0,4.73,-1.951,"yes"
7,"c",195,-0.086,1,0,4.73,-1.951,"c",195,0.014,1,0,4.73,-1.951,"yes"
1,"c",22,0.014,1,0,4.73,-1.951,"c",10,-0.086,1,0,4.73,-1.951,"yes"
1,"c",10,-0.086,1,0,4.73,-1.951,"c",22,0.014,1,0,4.73,-1.951,"yes"
1,"c",22,-0.097,0,0,2.74,-1.562,"n",38,0.832,0,0,2.74,-1.562,"no"
2,"n",38,0.832,0,0,2.74,-1.562,"o",40,-0.367,0,0,2.74,-1.562,"no"
1,"c",22,0.333,0,0,2.74,-1.562,"f",92,-0.267,0,0,2.74,-1.562,"no"
7,"c",22,-0.097,0,0,2.74,-1.562,"c",22,0.333,0,0,2.74,-1.562,"no"
7,"c",22,0.333,0,0,2.74,-1.562,"c",22,-0.097,0,0,2.74,-1.562,"no"
7,"c",22,-0.097,0,0,2.74,-1.562,"c",22,-0.097,0,0,2.74,-1.562,"no"
7,"c",22,-0.097,0,0,2.74,-1.562,"c",22,-0.097,0,0,2.74,-1.562,"no"
7,"c",22,-0.119,1,0,4.66,-1.685,"c",22,-0.119,1,0,4.66,-1.685,"yes"
1,"c",22,-0.119,1,0,4.66,-1.685,"h",3,0.142,1,0,4.66,-1.685,"yes"
7,"c",22,0.262,1,0,4.66,-1.685,"c",27,0.011,1,0,4.66,-1.685,"yes"
7,"c",27,0.011,1,0,4.66,-1.685,"c",22,-0.119,1,0,4.66,-1.685,"yes"
1,"c",22,-0.119,1,0,4.66,-1.685,"h",3,0.141,1,0,4.66,-1.685,"yes"
7,"c",27,0.011,1,0,4.66,-1.685,"c",22,-0.119,1,0,4.66,-1.685,"yes"
7,"c",22,-0.119,1,0,4.66,-1.685,"c",22,-0.119,1,0,4.66,-1.685,"yes"
2,"n",38,0.812,1,0,4.66,-1.685,"o",40,-0.388,1,0,4.66,-1.685,"yes"
1,"o",45,-0.638,1,0,4.66,-1.685,"h",8,0.412,1,0,4.66,-1.685,"yes"
7,"c",22,-0.119,1,0,4.66,-1.685,"c",27,0.011,1,0,4.66,-1.685,"yes"
7,"c",27,-0.089,1,0,4.66,-1.685,"c",27,-0.089,1,0,4.66,-1.685,"yes"
7,"c",22,-0.119,1,0,4.66,-1.685,"c",27,0.011,1,0,4.66,-1.685,"yes"
7,"c",27,-0.089,1,0,4.66,-1.685,"c",27,0.011,1,0,4.66,-1.685,"yes"
7,"c",27,0.011,1,0,4.66,-1.685,"c",22,-0.119,1,0,4.66,-1.685,"yes"
1,"c",22,-0.119,1,0,4.66,-1.685,"h",3,0.142,1,0,4.66,-1.685,"yes"
7,"c",22,-0.118,1,0,4.44,-2.263,"c",22,-0.118,1,0,4.44,-2.263,"yes"
7,"c",22,-0.118,1,0,4.44,-2.263,"c",29,0.012,1,0,4.44,-2.263,"yes"
1,"c",28,0.012,1,0,4.44,-2.263,"c",29,0.012,1,0,4.44,-2.263,"yes"
1,"c",22,-0.118,1,0,4.44,-2.263,"h",3,0.142,1,0,4.44,-2.263,"yes"
7,"c",22,-0.118,1,0,4.44,-2.263,"c",22,-0.118,1,0,4.44,-2.263,"yes"
1,"c",22,-0.118,1,0,4.44,-2.263,"h",3,0.142,1,0,4.44,-2.263,"yes"
1,"c",22,-0.118,1,0,4.44,-2.263,"n",38,0.812,1,0,4.44,-2.263,"yes"
2,"n",38,0.812,1,0,4.44,-2.263,"o",40,-0.388,1,0,4.44,-2.263,"yes"
7,"c",22,-0.118,1,0,4.44,-2.263,"c",27,0.012,1,0,4.44,-2.263,"yes"
2,"n",38,0.812,1,0,4.44,-2.263,"o",40,-0.388,1,0,4.44,-2.263,"yes"
7,"c",28,0.012,1,0,4.44,-2.263,"c",22,-0.118,1,0,4.44,-2.263,"yes"
1,"c",22,-0.118,1,0,4.44,-2.263,"h",3,0.142,1,0,4.44,-2.263,"yes"
7,"c",22,-0.122,0,0,1.77,-1.157,"c",22,-0.122,0,0,1.77,-1.157,"no"
1,"n",34,-0.533,0,0,1.77,-1.157,"c",10,0.098,0,0,1.77,-1.157,"no"
1,"c",22,-0.122,0,0,1.77,-1.157,"n",38,0.807,0,0,1.77,-1.157,"no"
2,"n",38,0.807,0,0,1.77,-1.157,"o",40,-0.393,0,0,1.77,-1.157,"no"
1,"c",10,0.098,0,0,1.77,-1.157,"h",3,0.058,0,0,1.77,-1.157,"no"
1,"c",10,0.098,0,0,1.77,-1.157,"h",3,0.058,0,0,1.77,-1.157,"no"
7,"c",22,-0.122,0,0,1.77,-1.157,"c",22,-0.122,0,0,1.77,-1.157,"no"
7,"c",26,0.108,0,0,1.77,-1.157,"c",22,-0.122,0,0,1.77,-1.157,"no"
7,"c",22,-0.122,0,0,1.77,-1.157,"c",22,-0.122,0,0,1.77,-1.157,"no"
7,"n",34,-0.393,0,0,1.77,-1.157,"n",34,-0.533,0,0,1.77,-1.157,"no"
7,"c",26,0.108,0,0,1.77,-1.157,"c",21,-0.122,0,0,1.77,-1.157,"no"
1,"n",32,-0.757,0,0,2.72,-1.019,"h",1,0.354,0,0,2.72,-1.019,"no"
1,"c",22,-0.106,0,0,2.72,-1.019,"n",38,0.823,0,0,2.72,-1.019,"no"
1,"c",22,-0.106,0,0,2.72,-1.019,"c",93,-0.176,0,0,2.72,-1.019,"no"
2,"n",38,0.823,0,0,2.72,-1.019,"o",40,-0.377,0,0,2.72,-1.019,"no"
7,"c",22,-0.106,0,0,2.72,-1.019,"c",22,0.224,0,0,2.72,-1.019,"no"
1,"c",22,-0.107,0,0,1.77,-1.289,"n",38,0.823,0,0,1.77,-1.289,"no"
1,"c",10,0.113,0,0,1.77,-1.289,"h",3,0.073,0,0,1.77,-1.289,"no"
7,"n",34,-0.517,0,0,1.77,-1.289,"c",26,0.323,0,0,1.77,-1.289,"no"
7,"c",26,0.323,0,0,1.77,-1.289,"c",26,0.123,0,0,1.77,-1.289,"no"
7,"c",26,0.123,0,0,1.77,-1.289,"c",22,-0.107,0,0,1.77,-1.289,"no"
7,"c",22,-0.107,0,0,1.77,-1.289,"c",22,-0.107,0,0,1.77,-1.289,"no"
7,"c",21,-0.107,0,0,1.77,-1.289,"n",34,-0.377,0,0,1.77,-1.289,"no"
7,"n",34,-0.377,0,0,1.77,-1.289,"n",34,-0.517,0,0,1.77,-1.289,"no"
7,"c",22,-0.118,0,0,2.52,-1.751,"c",22,-0.118,0,0,2.52,-1.751,"yes"
1,"c",22,-0.118,0,0,2.52,-1.751,"h",3,0.142,0,0,2.52,-1.751,"yes"
1,"c",22,-0.118,0,0,2.52,-1.751,"n",38,0.811,0,0,2.52,-1.751,"yes"
7,"c",22,-0.118,0,0,2.52,-1.751,"c",22,-0.118,0,0,2.52,-1.751,"yes"
2,"n",38,0.811,0,0,2.52,-1.751,"o",40,-0.389,0,0,2.52,-1.751,"yes"
2,"n",38,0.811,0,0,2.52,-1.751,"o",40,-0.388,0,0,2.52,-1.751,"yes"
7,"c",22,-0.118,0,0,2.52,-1.751,"c",27,0.012,0,0,2.52,-1.751,"yes"
7,"c",27,0.012,0,0,2.52,-1.751,"c",27,0.012,0,0,2.52,-1.751,"yes"
1,"c",22,-0.118,0,0,2.52,-1.751,"h",3,0.142,0,0,2.52,-1.751,"yes"
1,"c",22,-0.118,0,0,2.52,-1.751,"h",3,0.142,0,0,2.52,-1.751,"yes"
1,"c",22,-0.074,0,0,3.05,-1.228,"n",38,0.857,0,0,3.05,-1.228,"no"
7,"c",22,-0.074,0,0,3.05,-1.228,"c",22,-0.074,0,0,3.05,-1.228,"no"
1,"c",22,-0.074,0,0,3.05,-1.228,"h",3,0.187,0,0,3.05,-1.228,"no"
1,"c",22,-0.074,0,0,3.05,-1.228,"h",3,0.187,0,0,3.05,-1.228,"no"
7,"c",22,-0.094,1,0,6.68,-1.474,"c",22,-0.094,1,0,6.68,-1.474,"no"
1,"c",22,-0.094,1,0,6.68,-1.474,"h",3,0.166,1,0,6.68,-1.474,"no"
2,"n",38,0.835,1,0,6.68,-1.474,"o",40,-0.365,1,0,6.68,-1.474,"no"
1,"c",22,-0.094,1,0,6.68,-1.474,"c",93,-0.164,1,0,6.68,-1.474,"no"
1,"c",22,-0.094,1,0,6.68,-1.474,"c",93,-0.164,1,0,6.68,-1.474,"no"
1,"c",22,-0.094,1,0,6.68,-1.474,"c",93,-0.164,1,0,6.68,-1.474,"no"
7,"c",22,0.216,1,0,6.68,-1.474,"c",22,0.216,1,0,6.68,-1.474,"no"
7,"c",22,0.216,1,0,6.68,-1.474,"c",22,-0.094,1,0,6.68,-1.474,"no"
7,"c",22,-0.094,1,0,6.68,-1.474,"c",22,-0.094,1,0,6.68,-1.474,"no"
1,"c",22,-0.094,1,0,6.68,-1.474,"h",3,0.166,1,0,6.68,-1.474,"no"
1,"c",22,-0.13,0,0,2.35,-1.046,"h",3,0.13,0,0,2.35,-1.046,"no"
7,"c",22,0.18,0,0,2.35,-1.046,"c",22,-0.13,0,0,2.35,-1.046,"no"
1,"c",22,-0.13,0,0,2.35,-1.046,"h",3,0.13,0,0,2.35,-1.046,"no"
7,"c",22,-0.13,0,0,2.35,-1.046,"c",22,-0.13,0,0,2.35,-1.046,"no"
1,"c",22,-0.13,0,0,2.35,-1.046,"h",3,0.13,0,0,2.35,-1.046,"no"
2,"n",38,0.8,0,0,2.35,-1.046,"o",40,-0.4,0,0,2.35,-1.046,"no"
2,"n",38,0.8,0,0,2.35,-1.046,"o",40,-0.4,0,0,2.35,-1.046,"no"
7,"c",22,-0.13,0,0,2.35,-1.046,"c",22,-0.13,0,0,2.35,-1.046,"no"
1,"c",22,-0.074,0,0,2.9,-1.288,"n",38,0.857,0,0,2.9,-1.288,"no"
1,"c",22,-0.074,0,0,2.9,-1.288,"c",93,-0.144,0,0,2.9,-1.288,"no"
2,"n",38,0.857,0,0,2.9,-1.288,"o",40,-0.343,0,0,2.9,-1.288,"no"
7,"c",22,-0.074,0,0,2.9,-1.288,"c",22,-0.074,0,0,2.9,-1.288,"no"
7,"c",22,-0.074,0,0,2.9,-1.288,"c",22,-0.074,0,0,2.9,-1.288,"no"
7,"c",22,-0.074,0,0,2.9,-1.288,"c",22,-0.074,0,0,2.9,-1.288,"no"
1,"c",22,-0.074,0,0,2.9,-1.288,"h",3,0.187,0,0,2.9,-1.288,"no"
1,"c",22,-0.074,0,0,2.9,-1.288,"h",3,0.187,0,0,2.9,-1.288,"no"
7,"c",22,-0.128,0,0,2.68,-1.178,"c",22,-0.128,0,0,2.68,-1.178,"yes"
7,"c",29,0.002,0,0,2.68,-1.178,"c",22,-0.128,0,0,2.68,-1.178,"yes"
7,"c",22,-0.128,0,0,2.68,-1.178,"c",22,-0.128,0,0,2.68,-1.178,"yes"
7,"c",22,-0.128,0,0,2.68,-1.178,"c",22,-0.128,0,0,2.68,-1.178,"yes"
7,"c",22,-0.128,0,0,2.68,-1.178,"c",22,0.202,0,0,2.68,-1.178,"yes"
1,"c",22,-0.128,0,0,2.68,-1.178,"h",3,0.132,0,0,2.68,-1.178,"yes"
1,"c",22,-0.128,0,0,2.68,-1.178,"h",3,0.132,0,0,2.68,-1.178,"yes"
1,"c",22,-0.128,0,0,2.68,-1.178,"n",38,0.801,0,0,2.68,-1.178,"yes"
2,"n",38,0.801,0,0,2.68,-1.178,"o",40,-0.398,0,0,2.68,-1.178,"yes"
7,"c",22,-0.128,0,0,2.68,-1.178,"c",22,-0.128,0,0,2.68,-1.178,"yes"
7,"c",22,-0.128,0,0,2.68,-1.178,"c",22,-0.128,0,0,2.68,-1.178,"yes"
1,"c",22,-0.128,0,0,2.68,-1.178,"h",3,0.132,0,0,2.68,-1.178,"yes"
1,"c",22,-0.128,0,0,2.68,-1.178,"h",3,0.132,0,0,2.68,-1.178,"yes"
1,"c",22,-0.128,0,0,2.68,-1.178,"h",3,0.132,0,0,2.68,-1.178,"yes"
7,"c",29,0.002,0,0,2.68,-1.102,"c",22,-0.128,0,0,2.68,-1.102,"yes"
7,"c",22,-0.128,0,0,2.68,-1.102,"c",22,-0.128,0,0,2.68,-1.102,"yes"
