"Class","timestamp","day_of_week","is_weekend","is_holiday","apparent_temperature","temperature","is_start_of_semester"
"1",73212,2,0,0,58.27,58.27,0
"1",75015,2,0,0,58.27,58.27,0
"1",80451,2,0,0,56.72,56.72,0
"1",2419,3,0,0,53.82,53.82,0
"0",32418,3,0,0,57.84,57.84,0
"0",34219,3,0,0,57.84,57.84,0
"1",35424,3,0,0,57.84,57.84,0
"1",37212,3,0,0,58.51,58.51,0
"1",54015,3,0,0,61.54,61.54,0
"1",80413,3,0,0,61.54,61.54,0
"0",1812,4,0,0,61.54,61.54,0
"0",19212,4,0,0,61.54,61.54,0
"0",24013,4,0,0,61.54,61.54,0
"0",26413,4,0,0,61.54,61.54,0
"1",42014,4,0,0,61.54,61.54,0
"1",48614,4,0,0,61.54,61.54,0
"1",50416,4,0,0,61.54,61.54,0
"1",76812,4,0,0,61.54,61.54,0
"1",81614,4,0,0,61.54,61.54,0
"0",36,5,1,0,61.54,61.54,0
"0",1215,5,1,0,61.54,61.54,0
"1",59507,5,1,0,62.75,62.75,0
"1",60012,5,1,0,62.75,62.75,0
"1",70813,5,1,0,61.17,61.17,0
"1",72015,5,1,0,60.45,60.45,0
"0",3016,6,1,0,57.18,57.18,0
"0",19212,6,1,0,53.75,53.75,0
"0",32414,6,1,0,57.1,57.1,0
"1",39615,6,1,0,58.73,58.73,0
"1",42017,6,1,0,58.73,58.73,0
"1",45012,6,1,0,60,60,0
"0",46214,6,1,0,60,60,0
"1",49212,6,1,0,61.27,61.27,0
"1",52813,6,1,0,61.64,61.64,0
"1",70814,6,1,0,58,58,0
"0",26411,0,0,0,52.91,52.91,0
"1",38414,0,0,0,53.37,53.37,0
"1",53414,0,0,0,56.64,56.64,0
"1",60013,0,0,0,56.64,56.64,0
"1",61214,0,0,0,56,56,0
"1",74413,0,0,0,54.63,54.63,0
"1",85814,0,0,0,53.36,53.36,0
"0",24615,1,0,0,47.56,49.47,0
"0",30613,1,0,0,50.73,50.73,0
"1",33613,1,0,0,52.24,52.24,0
"1",36015,1,0,0,54.14,54.14,0
"1",45614,1,0,0,57.42,57.42,0
"1",49816,1,0,0,58.95,58.95,0
"1",55813,1,0,0,59.3,59.3,0
"1",68421,1,0,0,56.07,56.07,0
"1",70213,1,0,0,56.07,56.07,0
"1",77414,1,0,0,54.58,54.58,0
"1",85817,1,0,0,52.12,52.12,0
"0",31818,2,0,0,51.96,51.96,0
"1",37231,2,0,0,54.95,54.95,0
"1",43222,2,0,0,57.18,57.18,0
"1",63014,2,0,0,59.39,59.39,0
"1",66612,2,0,0,59.21,59.21,0
"1",72017,2,0,0,58.87,58.87,0
"1",78012,2,0,0,58.7,58.7,0
"1",85213,2,0,0,58.31,58.31,0
"0",21619,3,0,0,56.9,56.9,0
"0",23413,3,0,0,56.9,56.9,0
"0",28214,3,0,0,56.75,56.75,0
"0",35422,3,0,0,56.53,56.53,0
"1",37826,3,0,0,56.46,56.46,0
"1",67247,3,0,0,58.44,58.44,0
"1",76813,3,0,0,55.36,55.36,0
"1",18,4,0,0,53.36,53.36,0
"0",21015,4,0,0,51.3,51.3,0
"0",30012,4,0,0,53.93,53.93,0
"1",42614,4,0,0,60.4,60.4,0
"1",45613,4,0,0,63.16,63.16,0
"1",49814,4,0,0,65.08,65.08,0
"1",56413,4,0,0,64.73,64.73,0
"1",72017,4,0,0,58.55,58.55,0
"1",75613,4,0,0,56.67,56.67,0
"0",3615,5,1,0,53.68,53.68,0
"0",31212,5,1,0,53.97,53.97,0
"1",44411,5,1,0,59.92,59.92,0
"1",45612,5,1,0,59.92,59.92,0
"1",59412,5,1,0,60.34,60.34,0
"1",71413,5,1,0,58.24,58.24,0
"0",75013,5,1,0,58.33,58.33,0
"0",21614,6,1,0,55.05,55.05,0
"0",28213,6,1,0,55.51,55.51,0
"1",85814,6,1,0,52.51,52.51,0
"0",3014,0,0,0,51.78,51.78,0
"0",24614,0,0,0,44.04,48.22,0
"0",27613,0,0,0,50.03,50.03,0
"0",51613,0,0,0,61.22,61.22,0
"1",67814,0,0,0,56.24,56.24,0
"1",79216,0,0,0,54.28,54.28,0
"1",85214,0,0,0,53.51,53.51,0
"1",36017,1,0,0,58.11,58.11,0
"1",57018,1,0,0,62,62,0
"1",72014,1,0,0,57.97,57.97,0
"1",73212,1,0,0,57.97,57.97,0
"1",75616,1,0,0,57.77,57.77,0
"1",79215,1,0,0,56.22,56.22,0
"1",82214,1,0,0,56.22,56.22,0
"0",27614,2,0,0,55.79,55.79,0
"0",31215,2,0,0,55.7,55.7,0
"0",35414,2,0,0,56.11,56.11,0
"1",46214,2,0,0,60.39,60.39,0
"1",49216,2,0,0,61.43,61.43,0
"1",63619,2,0,0,62.78,62.78,0
"1",68429,2,0,0,59.32,59.32,0
"1",70234,2,0,0,59.32,59.32,0
"0",20413,3,0,0,53.17,53.17,0
"1",36014,3,0,0,59.88,59.88,0
"1",48613,3,0,0,67.09,67.09,0
"1",74413,3,0,0,61.75,61.75,0
"1",75616,3,0,0,60.79,60.79,0
"1",84612,3,0,0,59.1,59.1,0
"1",85212,3,0,0,59.1,59.1,0
"1",3015,4,0,0,58.43,58.43,0
"0",30012,4,0,0,57.66,57.66,0
"1",44412,4,0,0,63.33,63.33,0
"1",56413,4,0,0,60.17,60.17,0
"1",70212,4,0,0,57.59,57.59,0
"1",44412,5,1,0,67.34,67.34,0
"1",52213,5,1,0,70,70,0
"1",56413,5,1,0,69,69,0
"1",61215,5,1,0,65.65,65.65,0
"1",63012,5,1,0,65.65,65.65,0
"1",66011,5,1,0,62.46,62.46,0
"1",70813,5,1,0,61.04,61.04,0
"1",78013,5,1,0,58.49,58.49,0
"1",78614,5,1,0,58.49,58.49,0
"0",84612,5,1,0,57.27,57.27,0
"0",24614,6,1,0,53.05,53.05,0
"0",33612,6,1,0,59.5,59.5,0
"1",56413,6,1,0,66.13,66.13,0
"1",58812,6,1,0,64.47,64.47,0
"1",75013,6,1,0,60.24,60.24,0
"1",81013,6,1,0,58.24,58.24,0
"0",31214,0,0,0,53,53,0
"1",37814,0,0,0,54.24,54.24,0
"1",39015,0,0,0,54.24,54.24,0
"1",48612,0,0,0,54.72,54.72,0
"1",51612,0,0,0,55.24,55.24,0
"1",55212,0,0,0,55.09,55.09,0
"1",67814,0,0,0,54.49,54.49,0
"1",80412,0,0,0,55.33,55.33,0
"1",85814,0,0,0,55.33,55.33,0
"0",33612,1,0,0,56.2,56.2,0
"0",37212,1,0,0,55,55,0
"1",48012,1,0,0,56.01,56.01,0
"1",55212,1,0,0,55.01,55.01,0
"1",64214,1,0,0,52.53,52.53,0
"1",72014,1,0,0,51,51,0
"0",84011,1,0,0,49.69,49.69,0
"0",27013,2,0,0,45.69,45.69,0
"0",41413,2,0,0,46.31,49.65,0
"0",45014,2,0,0,50.66,50.66,0
"0",50415,2,0,0,52.94,52.94,0
"1",55213,2,0,0,53.61,53.61,0
"1",55813,2,0,0,53.61,53.61,0
"1",59414,2,0,0,52.97,52.97,0
"0",66013,2,0,0,51.72,51.72,0
"0",72014,2,0,0,47.5,49.11,0
"0",74413,2,0,0,47.5,49.11,0
"0",32416,3,0,0,47.36,47.96,0
"0",49212,3,0,0,53.44,53.44,0
"0",55211,3,0,0,55.05,55.05,0
"0",63012,3,0,0,52.51,52.51,0
"0",64213,3,0,0,52.51,52.51,0
"0",79214,3,0,0,46.75,49.99,0
"0",82214,3,0,0,46.75,49.99,0
"0",24014,4,0,0,44.16,47.78,0
"0",24614,4,0,0,44.16,47.78,0
"0",25215,4,0,0,42.98,46.22,0
"0",31214,4,0,0,46.23,48.56,0
"0",32415,4,0,0,50.49,50.49,0
"0",33612,4,0,0,50.49,50.49,0
"0",50414,4,0,0,57.28,57.28,0
"1",63613,4,0,0,54.05,54.05,0
"1",66011,4,0,0,52,52,0
"1",67813,4,0,0,52,52,0
"1",68413,4,0,0,51.56,51.56,0
"0",77412,4,0,0,46.95,47.81,0
"0",23412,5,1,0,45.8,47.51,0
"0",53414,5,1,0,55.73,55.73,0
"0",56413,5,1,0,55.24,55.24,0
"0",74413,5,1,0,51.32,51.32,0
"0",19812,6,1,0,45.29,46.44,0
"0",26411,6,1,0,47.05,47.94,0
"0",28814,6,1,0,47.31,48.51,0
"0",32414,6,1,0,49.83,49.83,0
"0",48612,6,1,0,55.18,55.18,0
"1",55211,6,1,0,55.99,55.99,0
"1",64814,6,1,0,52.8,52.8,0
"0",25215,0,0,0,45.36,45.36,0
"0",31814,0,0,0,45.71,47.03,0
"0",37812,0,0,0,49.28,49.28,0
"1",52213,0,0,0,52.03,52.03,0
"1",58812,0,0,0,51,51,0
"1",42013,1,0,0,52.48,52.48,0
"0",45015,1,0,0,54.21,54.21,0
"1",51612,1,0,0,58.28,58.28,0
"0",52813,1,0,0,58.28,58.28,0
"1",1214,2,0,0,50.27,50.27,0
"0",21014,2,0,0,51,51,0
"0",24013,2,0,0,51.51,51.51,0
"0",30013,2,0,0,51.76,51.76,0
"0",53503,2,0,0,58.4,58.4,0
"1",67813,2,0,0,54.73,54.73,0
"1",73812,2,0,0,55.04,55.04,0
"1",75614,2,0,0,53.53,53.53,0
"1",80412,2,0,0,52.8,52.8,0
"1",84012,2,0,0,51.35,51.35,0
"1",85213,2,0,0,51.35,51.35,0
"0",20413,3,0,0,48.2,49.08,0
"1",33612,3,0,0,57.59,57.59,0
"1",49814,3,0,0,58.55,58.55,0
"1",55812,3,0,0,59.23,59.23,0
"1",67220,3,0,0,58.05,58.05,0
"1",77412,3,0,0,54.67,54.67,0
"1",78613,3,0,0,54.67,54.67,0
"1",85216,3,0,0,51.73,51.73,0
"0",28214,4,0,0,50.61,50.61,0
"0",28815,4,0,0,51.52,51.52,0
"1",34814,4,0,0,52.28,52.28,0
"1",45012,4,0,0,54,54,0
"1",50414,4,0,0,54,54,0
"1",67212,4,0,0,54,54,0
"0",85812,4,0,0,54,54,0
"0",22811,5,1,0,54,54,0
"0",27012,5,1,0,54,54,0
"0",28213,5,1,0,54,54,0
"1",36028,5,1,0,54,54,0
"1",43214,5,1,0,54,54,0
"1",45012,5,1,0,54,54,0
"1",56413,5,1,0,54,54,0
"1",74415,5,1,0,54,54,0
"1",75016,5,1,0,54,54,0
"1",82218,5,1,0,54,54,0
"0",84011,5,1,0,54,54,0
"0",3019,6,1,0,54,54,0
"0",25212,6,1,0,54,54,0
"1",37211,6,1,0,54.49,54.49,0
"1",42612,6,1,0,55.8,55.8,0
"1",48611,6,1,0,55.54,55.54,0
"0",50413,6,1,0,56.72,56.72,0
"1",51610,6,1,0,56.72,56.72,0
"1",52812,6,1,0,56.72,56.72,0
"1",55211,6,1,0,57.22,57.22,0
"1",77412,6,1,0,59.05,59.05,0
"1",13,0,0,0,56.29,56.29,0
"0",19211,0,0,0,57.04,57.04,0
"1",43214,0,0,0,56.78,56.78,0
"1",63613,0,0,0,57.05,57.05,0
"1",66613,0,0,0,56.45,56.45,0
"1",70212,0,0,0,56.24,56.24,0
"1",1212,1,0,0,53.77,53.77,0
"0",19812,1,0,0,54.05,54.05,0
"0",21613,1,0,0,53.97,53.97,0
"0",24613,1,0,0,53.97,53.97,0
"0",30612,1,0,0,55.55,55.55,0
"1",39013,1,0,0,56.52,56.52,0
"1",44412,1,0,0,57.83,57.83,0
"1",46814,1,0,0,58.08,58.08,0
"0",53416,1,0,0,59.77,59.77,0
"1",56413,1,0,0,58.47,58.47,0
"1",58812,1,0,0,59.39,59.39,0
"1",72014,1,0,0,57.32,57.32,0
"0",3613,2,0,0,56.39,56.39,0
"0",22813,2,0,0,56.28,56.28,0
"0",25216,2,0,0,55.8,55.8,0
"0",35437,2,0,0,57.83,57.83,0
"1",55812,2,0,0,62.07,62.07,0
"1",56413,2,0,0,62.07,62.07,0
"1",66011,2,0,0,61,61,0
"1",72013,2,0,0,60.18,60.18,0
"0",26411,3,0,0,56.5,56.5,0
"0",27612,3,0,0,56.5,56.5,0
"0",35417,3,0,0,58.53,58.53,0
"1",37211,3,0,0,59.22,59.22,0
"1",60613,3,0,0,54.77,54.77,0
"1",62412,3,0,0,55.47,55.47,0
"1",72027,3,0,0,53,53,0
"1",75622,3,0,0,52.49,52.49,0
"1",78620,3,0,0,52.49,52.49,0
"1",79225,3,0,0,52.51,52.51,0
"0",15,4,0,0,52.76,52.76,0
"0",21614,4,0,0,46.07,47.81,0
"0",22811,4,0,0,46.07,47.81,0
"0",30012,4,0,0,50.84,50.84,0
"1",76812,4,0,0,53.24,53.24,0
"1",40816,5,1,0,53.6,53.6,0
"0",72023,5,1,0,55.24,55.24,0
"1",78627,5,1,0,55.49,55.49,0
"0",27012,6,1,0,52.69,52.69,0
"0",41412,6,1,0,53.97,53.97,0
"1",74412,6,1,0,45.98,50,0
"0",24013,0,0,0,41.67,46.27,0
"0",31213,0,0,0,42.93,47.76,0
"0",34814,0,0,0,43.72,48.76,0
"1",39629,0,0,0,51.42,51.42,0
"1",40819,0,0,0,51.42,51.42,0
"1",52213,0,0,0,55.22,55.22,0
"1",52814,0,0,0,55.22,55.22,0
"1",57615,0,0,0,54.53,54.53,0
"1",62415,0,0,0,53.24,53.24,0
"0",21014,1,0,0,42.41,46.27,0
"0",24015,1,0,0,41.79,45.54,0
"0",27014,1,0,0,44.32,46.51,0
"0",45613,1,0,0,55.43,55.43,0
"1",49214,1,0,0,56.43,56.43,0
"0",49814,1,0,0,56.43,56.43,0
"1",62412,1,0,0,53.76,53.76,0
"1",66012,1,0,0,52.83,52.83,0
"1",66613,1,0,0,52.83,52.83,0
"1",81612,1,0,0,46.79,46.79,0
"0",30012,2,0,0,46.28,46.28,0
"0",34212,2,0,0,47.52,48.28,0
"1",42014,2,0,0,51.11,51.11,0
"1",43215,2,0,0,52.33,52.33,0
"1",48012,2,0,0,54,54,0
"0",51612,2,0,0,55.67,55.67,0
"1",58811,2,0,0,54,54,0
"0",75014,2,0,0,48.94,48.94,0
"1",75614,2,0,0,46.08,48.67,0
"1",80412,2,0,0,47.82,47.82,0
"0",22812,3,0,0,42.9,46,0
"0",26412,3,0,0,41.42,45.61,0
"0",31814,3,0,0,45.25,47.01,0
"1",66612,3,0,0,54.05,54.05,0
"1",70813,3,0,0,53.49,53.49,0
"0",75613,3,0,0,52.05,52.05,0
"0",39014,4,0,0,53.55,53.55,0
"0",46842,4,0,0,56.63,56.63,0
"0",48628,4,0,0,56.63,56.63,0
"0",57615,4,0,0,55.87,55.87,0
"0",73213,4,0,0,52.24,52.24,0
"0",73813,4,0,0,52.24,52.24,0
"0",76811,4,0,0,51.53,51.53,0
"0",1812,5,1,0,51.67,51.67,0
"0",26411,5,1,0,50.49,50.49,0
"0",39013,5,1,0,53.69,53.69,0
"0",41412,5,1,0,54.42,54.42,0
"0",42013,5,1,0,54.42,54.42,0
"1",45012,5,1,0,54.42,54.42,0
"1",46814,5,1,0,55,55,0
"0",49213,5,1,0,55,55,0
"0",58810,5,1,0,53.39,53.39,0
"0",74412,5,1,0,51,51,0
"0",80411,5,1,0,47.28,49.8,0
"0",30613,6,1,0,43.6,47.49,0
"0",38412,6,1,0,50.05,50.05,0
"0",40811,6,1,0,50.77,50.77,0
"0",43213,6,1,0,51.32,51.32,0
"0",45614,6,1,0,51.32,51.32,0
"0",49213,6,1,0,50.32,50.32,0
"0",57613,6,1,0,50.18,50.18,0
"1",60013,6,1,0,50.18,50.18,0
"1",64813,6,1,0,50.33,50.33,0
"0",1811,0,0,0,50.77,50.77,0
"0",28213,0,0,0,52.72,52.72,0
"0",31214,0,0,0,53.39,53.39,0
"0",55211,0,0,0,58.24,58.24,0
"0",58811,0,0,0,58.24,58.24,0
"1",63612,0,0,0,58.24,58.24,0
"0",67813,0,0,0,57.97,57.97,0
"0",77411,0,0,0,57.04,57.04,0
"0",85812,0,0,0,58.28,58.28,0
"0",70212,1,0,0,54.78,54.78,0
"0",71414,1,0,0,54.78,54.78,0
"0",73211,1,0,0,55.24,55.24,0
"0",84011,1,0,0,53,53,0
"0",13,2,0,0,52.51,52.51,0
"0",28216,2,0,0,51.67,51.67,0
"0",39613,2,0,0,54.7,54.7,0
"0",48613,2,0,0,55.18,55.18,0
"0",82213,2,0,0,50.18,50.18,0
"0",2412,3,0,0,49.88,49.88,0
"0",24012,3,0,0,50.24,50.24,0
"0",33611,3,0,0,49.24,49.24,0
"0",45011,3,0,0,52.73,52.73,0
"0",67812,3,0,0,43.83,47.27,0
"0",85812,3,0,0,43.49,46.27,0
"0",1212,4,0,0,43.42,46,0
"0",34812,4,0,0,44.12,46.8,0
"0",37812,4,0,0,44.13,47.45,0
"0",40811,4,0,0,44.4,48.42,0
"0",46212,4,0,0,46.02,49.69,0
"0",46813,4,0,0,50.42,50.42,0
"0",52812,4,0,0,51.42,51.42,0
"0",75012,4,0,0,44.46,47.5,0
"0",75613,4,0,0,44.69,46.27,0
"0",77411,4,0,0,44.69,46.27,0
"0",81011,4,0,0,43.63,46.3,0
"0",33611,5,1,0,44.57,47.53,0
"0",37811,5,1,0,48.58,49.15,0
"0",55812,5,1,0,53.42,53.42,0
"0",72014,5,1,0,44.69,47.5,0
"0",37212,6,1,0,40.9,43.45,0
"0",46813,6,1,0,42.41,45.93,0
"0",57614,6,1,0,47,47,0
"0",81612,6,1,0,43.15,45.58,0
"0",82212,6,1,0,43.15,45.58,0
"0",3615,0,0,0,38.37,42.22,0
"0",39013,0,0,0,44.97,44.97,0
"0",41412,0,0,0,45.38,45.38,0
"0",54013,0,0,0,47.97,49.42,0
"0",63012,0,0,0,48.24,48.24,0
"0",24614,1,0,0,41.79,41.79,0
"0",39012,1,0,0,46.55,47.72,0
"0",41411,1,0,0,46.54,47.89,0
"1",42616,1,0,0,46.54,47.89,0
"0",48012,1,0,0,52.05,52.05,0
"1",63616,1,0,0,51.53,51.53,0
"0",69613,1,0,0,48.39,48.39,0
"0",70215,1,0,0,48.39,48.39,0
"0",73213,1,0,0,47.31,47.31,0
"0",84012,1,0,0,44.39,44.39,0
"0",2415,2,0,0,42.92,44.52,0
"0",35416,2,0,0,45.49,45.49,0
"0",36018,2,0,0,47.5,47.5,0
"0",42015,2,0,0,45.89,47.72,0
"0",49216,2,0,0,44.23,46.28,0
"1",61218,2,0,0,43.65,47.24,0
"0",67216,2,0,0,43.92,47.8,0
"0",81015,2,0,0,45.51,47.03,0
"0",24017,3,0,0,38.38,40.78,0
"0",30613,3,0,0,40.79,44.48,0
"0",32419,3,0,0,42.11,46.27,0
"0",33614,3,0,0,42.11,46.27,0
"0",38415,3,0,0,43.98,47.45,0
"0",41413,3,0,0,44.81,48.66,0
"0",58813,3,0,0,51.53,51.53,0
"0",59415,3,0,0,51.53,51.53,0
"0",62413,3,0,0,50.39,50.39,0
"0",67816,3,0,0,47.28,49.11,0
"0",71418,3,0,0,45.68,47.8,0
"0",82817,3,0,0,42.7,44.54,0
"0",3619,4,0,1,40.53,43.58,0
"0",25216,4,0,1,38.47,41.28,0
"0",27614,4,0,1,38.47,41.28,0
"0",36021,4,0,1,45.28,46.42,0
"0",37212,4,0,1,45.28,46.42,0
"0",43219,4,0,1,44.12,47.97,0
"0",58813,4,0,1,44.81,47.73,0
"0",59415,4,0,1,44.81,47.73,0
"1",64217,4,0,1,44.89,46.8,0
"0",71417,4,0,1,43.37,46,0
"0",78616,4,0,1,41.89,46,0
"0",1210,5,1,0,41.55,45.32,0
"0",28818,5,1,0,42.1,45.8,0
"0",45613,5,1,0,47.83,49.81,0
"0",52212,5,1,0,49.73,49.73,0
"0",60615,5,1,0,50.08,50.08,0
"0",61216,5,1,0,47.67,49,0
"0",70816,5,1,0,46.06,48.51,0
"0",84011,5,1,0,47.8,47.8,0
"0",19813,6,1,0,45.3,47.51,0
"0",31817,6,1,0,49.24,49.24,0
"0",39621,6,1,0,52.51,52.51,0
"0",40811,6,1,0,52.51,52.51,0
"0",43217,6,1,0,53.24,53.24,0
"0",46217,6,1,0,53.24,53.24,0
"0",53417,6,1,0,55.3,55.3,0
"0",73211,6,1,0,52,52,0
"0",78619,6,1,0,51.28,51.28,0
"0",81017,6,1,0,50.53,50.53,0
"0",20416,0,0,0,48.28,48.28,0
"0",24619,0,0,0,48.39,48.39,0
"1",46220,0,0,0,53.89,53.89,0
"1",67219,0,0,0,54.85,54.85,0
"0",3018,1,0,0,55.12,55.12,0
"0",19212,1,0,0,52.56,52.56,0
"0",21618,1,0,0,51.77,51.77,0
"0",24620,1,0,0,51.77,51.77,0
"0",27015,1,0,0,51.24,51.24,0
"0",30615,1,0,0,51.77,51.77,0
"0",36020,1,0,0,51.49,51.49,0
"0",52816,1,0,0,52.04,52.04,0
"1",64220,1,0,0,53.68,53.68,0
"0",78015,1,0,0,50.76,50.76,0
"0",82833,1,0,0,50.73,50.73,0
"0",22812,2,0,0,50.24,50.24,0
"0",23414,2,0,0,50.24,50.24,0
"0",26420,2,0,0,46.2,49.49,0
"0",34216,2,0,0,50.76,50.76,0
"0",45015,2,0,0,52.83,52.83,0
"0",46220,2,0,0,52.83,52.83,0
"0",2418,3,0,0,46.75,48.97,0
"0",3622,3,0,0,46.54,48.22,0
"0",34215,3,0,0,50.66,50.66,0
"0",36024,3,0,0,50.66,50.66,0
"0",37214,3,0,0,50.66,50.66,0
"1",58814,3,0,0,51.77,51.77,0
"0",64217,3,0,0,51.28,51.28,0
"0",73815,3,0,0,50.08,50.08,0
"0",78619,3,0,0,48.51,48.51,0
"0",85819,3,0,0,46.8,46.8,0
"0",2415,4,0,0,47.24,47.24,0
"0",3018,4,0,0,47.24,47.24,0
"0",19214,4,0,0,46.24,46.24,0
"0",21018,4,0,0,46.24,46.24,0
"0",25219,4,0,0,47.69,47.69,0
"0",28818,4,0,0,48.33,48.33,0
"0",37816,4,0,0,49.73,49.73,0
"0",52818,4,0,0,51.01,51.01,0
"1",62411,4,0,0,51.49,51.49,0
"1",63013,4,0,0,51.49,51.49,0
"0",72020,4,0,0,50.73,50.73,0
"0",75619,4,0,0,50.73,50.73,0
"0",81615,4,0,0,50.67,50.67,0
"0",2416,5,1,0,51.49,51.49,0
"0",3017,5,1,0,51.49,51.49,0
"0",21018,5,1,0,46.62,49.24,0
"0",22812,5,1,0,46.48,49.49,0
"0",34213,5,1,0,51,51,0
"0",43220,5,1,0,53.08,53.08,0
"0",49216,5,1,0,53.32,53.32,0
"0",53416,5,1,0,54.08,54.08,0
"0",57014,5,1,0,53.3,53.3,0
"0",60017,5,1,0,53,53,0
"0",61221,5,1,0,51.97,51.97,0
"0",81014,5,1,0,51,51,0
"0",2413,6,1,0,50.33,50.33,0
"0",19212,6,1,0,50.24,50.24,0
"0",21618,6,1,0,50.04,50.04,0
"0",66014,6,1,0,52.53,52.53,0
"0",66616,6,1,0,52.53,52.53,0
"0",67216,6,1,0,52.53,52.53,0
"0",81015,6,1,0,52.05,52.05,0
"0",18,0,0,0,51.49,51.49,0
"0",1814,0,0,0,51.49,51.49,0
"0",3017,0,0,0,51.49,51.49,0
"0",49823,0,0,0,56.65,56.65,0
"0",51619,0,0,0,57.67,57.67,0
"0",79223,0,0,0,55.24,55.24,0
"0",84617,0,0,0,54.24,54.24,0
"0",2417,1,0,0,53.04,53.04,0
"0",24017,1,0,0,50.24,50.24,0
"0",27014,1,0,0,51.24,51.24,0
"0",31823,1,0,0,51.65,51.65,0
"1",46821,1,0,0,55.19,55.19,0
"0",49216,1,0,0,55.19,55.19,0
"0",50421,1,0,0,55.92,55.92,0
"1",70214,1,0,0,55.08,55.08,0
"0",80413,1,0,0,58.83,58.83,0
"0",20415,2,0,0,57.53,57.53,0
"0",30013,2,0,0,57.53,57.53,0
"1",45617,2,0,0,55.8,55.8,0
"1",46821,2,0,0,56.26,56.26,0
"0",51613,2,0,0,56.97,56.97,0
"0",81014,2,0,0,51.28,51.28,0
"0",2416,3,0,0,48.76,48.76,0
"0",30014,3,0,0,49,49,0
"0",33613,3,0,0,46.3,49.77,0
"0",37814,3,0,0,50.24,50.24,0
"1",57621,3,0,0,51.2,51.2,0
"1",63620,3,0,0,53.67,53.67,0
"1",66614,3,0,0,53.72,53.72,0
"0",1815,4,0,0,56.24,56.24,0
"0",31818,4,0,0,53.65,53.65,0
"0",38415,4,0,0,54.68,54.68,0
"1",42018,4,0,0,55.7,55.7,0
"1",55213,4,0,0,57.8,57.8,0
"1",66615,4,0,0,53.73,53.73,0
"1",67216,4,0,0,53.73,53.73,0
"0",82818,4,0,0,52.04,52.04,0
"0",84020,4,0,0,52.04,52.04,0
"0",22812,5,1,0,53,53,0
"1",50421,5,1,0,58.12,58.12,0
"1",55814,5,1,0,58.12,58.12,0
"1",56415,5,1,0,58.12,58.12,0
"1",59415,5,1,0,58.24,58.24,0
"1",67818,5,1,0,58.04,58.04,0
"0",84613,5,1,0,56.23,56.23,0
"0",21017,6,1,0,56.73,56.73,0
"0",22813,6,1,0,56.24,56.24,0
"0",28819,6,1,0,57.31,57.31,0
"0",32420,6,1,0,57.77,57.77,0
"1",39015,6,1,0,58.56,58.56,0
"1",42016,6,1,0,57.83,57.83,0
"1",55812,6,1,0,57.05,57.05,0
"1",60014,6,1,0,57.05,57.05,0
"1",61218,6,1,0,56.77,56.77,0
"1",71418,6,1,0,57.05,57.05,0
"1",74414,6,1,0,57.28,57.28,0
"0",21618,0,0,1,54.04,54.04,1
"0",27615,0,0,1,53.97,53.97,1
"1",49214,0,0,1,59.33,59.33,1
"1",66013,0,0,1,56.26,56.26,1
"1",74416,0,0,1,55.26,55.26,1
"1",75621,0,0,1,55.53,55.53,1
"1",30013,1,0,0,55.53,55.53,1
"1",39618,1,0,0,60.24,60.24,1
"1",50421,1,0,0,59.98,59.98,1
"1",57619,1,0,0,57.77,57.77,1
"1",72026,1,0,0,55.24,55.24,1
"0",23415,2,0,0,51.55,51.55,1
"1",40814,2,0,0,53.04,53.04,1
"1",42016,2,0,0,53.04,53.04,1
"1",46819,2,0,0,54.45,54.45,1
"1",58814,2,0,0,56.5,56.5,1
"1",30617,3,0,0,54.41,54.41,1
"1",34214,3,0,0,56.21,56.21,1
"1",55214,3,0,0,58.54,58.54,1
"1",60021,3,0,0,58.96,58.96,1
"1",77415,3,0,0,61.04,61.04,1
"0",1814,4,0,0,58.56,58.56,1
"1",30020,4,0,0,55.24,55.24,1
"1",32430,4,0,0,55.69,55.69,1
"1",44447,4,0,0,58,58,1
"1",45048,4,0,0,58,58,1
"1",46862,4,0,0,57.53,57.53,1
"1",73212,4,0,0,58.8,58.8,1
"1",76813,4,0,0,56.18,56.18,1
"0",85817,4,0,0,55.8,55.8,1
"0",24617,5,1,0,56.04,56.04,1
"0",25218,5,1,0,55.77,55.77,1
"1",42022,5,1,0,55.96,55.96,1
"1",51614,5,1,0,55.97,55.97,1
"0",24618,6,1,0,51.72,51.72,1
"1",34815,6,1,0,53.45,53.45,1
"1",57017,6,1,0,56.18,56.18,1
"1",74462,6,1,0,54,54,1
"1",30616,0,0,0,53,53,1
"1",35416,0,0,0,54.01,54.01,1
"1",46817,0,0,0,57.12,57.12,1
"1",49821,0,0,0,57.12,57.12,1
"1",55814,0,0,0,57.7,57.7,1
"1",61217,0,0,0,56.77,56.77,1
"1",63618,0,0,0,56.77,56.77,1
"1",64220,0,0,0,56.77,56.77,1
"1",66013,0,0,0,56.22,56.22,1
"1",70213,0,0,0,55.77,55.77,1
"1",70814,0,0,0,55.77,55.77,1
"1",85218,0,0,0,53.51,53.51,1
"0",21015,1,0,0,50.03,50.03,1
"1",39631,1,0,0,51.84,51.84,1
"1",48022,1,0,0,52.19,52.19,1
"1",70833,1,0,0,54.73,54.73,1
"1",72036,1,0,0,54.24,54.24,1
"1",78028,1,0,0,54.08,54.08,1
"1",82232,1,0,0,53.47,53.47,1
"1",84618,1,0,0,53.27,53.27,1
"1",30014,2,0,0,53.53,53.53,1
