id_1,id_2,cmp_f0me_c1,cmp_f0me_c2,cmp_l0me_c1,cmp_l0me_c2,cmp_sex,cmp_bd,cmp_bm,cmp_by,cmp_plz,Class
468,56562,0.8,0,0,0,1,0,1,0,0,FALSE
12910,48986,0,0,1,0,1,0,0,0,0,FALSE
10466,17752,1,0,0.3,0,1,0,1,0,0,FALSE
39645,76382,1,0,0.333333333,0,1,0,0,1,0,FALSE
17759,32932,1,0,0,0,1,0,1,0,0,FALSE
45914,56276,1,0,0,0,1,1,0,0,0,FALSE
12558,67903,1,0,0,0,1,0,1,0,0,FALSE
7156,17919,1,0,0.25,0,1,0,1,0,0,FALSE
54206,93639,1,0,0.2,0,1,0,0,1,0,FALSE
62899,97750,1,0,0.428571429,0,1,0,1,0,0,FALSE
56714,66877,0.142857143,0,0.6,0,1,0,0,0,0,FALSE
19404,87398,1,0,0.111111111,0,1,0,0,1,0,FALSE
15181,28241,1,0,0,0,1,0,1,0,0,FALSE
25527,58346,0,0,0.166666667,0,0,1,1,1,0,FALSE
52735,85223,1,0,0.111111111,0,1,0,1,0,0,FALSE
35780,66181,1,0,0.111111111,0,1,0,0,1,0,FALSE
18395,69380,0.166666667,0,1,0,1,0,0,0,0,FALSE
5202,7280,1,0,0.142857143,0,1,0,1,0,0,FALSE
13272,89730,1,0,0.1,0,1,0,0,1,0,FALSE
2035,96230,1,0,0.2,0,1,1,0,0,0,FALSE
20054,93129,1,0,0.125,0,1,0,1,0,0,FALSE
24450,98654,0.75,0,0,0,1,0,1,0,0,FALSE
45948,88560,0,0,0,0,0,1,1,1,0,FALSE
25517,52979,0.6,0,0,0,1,1,0,0,0,FALSE
15965,61916,0,0,0.142857143,0,1,1,1,1,0,FALSE
353,11862,1,0,0,0,1,0,1,0,0,FALSE
52122,88412,1,0,0.333333333,0,1,1,0,1,0,FALSE
23821,99073,0.4,0,1,0,1,0,0,0,0,FALSE
6893,18180,1,0,0.5,0,1,0,0,1,0,FALSE
29708,54223,1,0,0,0,1,1,0,0,0,FALSE
8607,15423,0.166666667,0,1,0,1,0,0,0,0,FALSE
46599,55031,0.75,0,0.142857143,0,0,0,0,1,0,FALSE
60712,78092,1,0,0.285714286,0,1,0,1,0,0,FALSE
24141,86052,1,0,0.857142857,0,1,0,1,0,0,FALSE
2669,50760,1,0,0.1,0,1,0,1,0,0,FALSE
34943,68332,0.142857143,0,0.714285714,0,1,0,1,0,0,FALSE
14533,29467,1,0,0.111111111,0,1,0,1,1,0,FALSE
89724,99755,0.75,0,0,0,1,1,0,0,0,FALSE
48770,88574,0.125,0,0,0,0,1,1,1,0,FALSE
56412,99528,0,0,1,0,1,0,0,0,0,FALSE
55486,77773,1,0,0.142857143,0,1,0,1,0,0,FALSE
76656,77413,1,0,0,0,1,0,1,0,0,FALSE
71135,72345,0.142857143,0,0.8,0,1,0,1,0,0,FALSE
32255,80007,1,0,0.3,0,1,0,1,0,0,FALSE
59067,75259,1,0,0.222222222,0,1,0,1,0,0,FALSE
2253,26571,1,0,0.1,0,1,0,0,1,0,FALSE
71234,77870,1,0,0.571428571,0,1,0,0,1,0,FALSE
12797,65424,0.444444444,0,1,0,1,0,0,0,0,FALSE
27574,94708,1,0,0.142857143,0,1,0,1,0,0,FALSE
31958,83758,1,0,0.166666667,0,1,1,0,0,0,FALSE
11669,48451,1,0,0.142857143,0,1,0,0,1,0,FALSE
46094,80187,1,0,0.142857143,0,1,0,1,0,0,FALSE
19722,76731,1,0,0.25,0,1,0,0,1,0,FALSE
43989,53955,1,0,0,0,1,1,0,0,0,FALSE
49666,98309,1,0,0.2,0,1,0,0,1,0,FALSE
68935,90822,1,0,0.125,0,1,1,0,0,0,FALSE
1448,8791,0.222222222,0,1,0,1,0,0,0,0,FALSE
694,68193,0.4,0,0.090909091,0,1,0,1,0,0,FALSE
81616,94921,1,0,0.125,0,1,0,1,0,0,FALSE
74856,97701,1,0,0.181818182,0,1,0,0,1,0,FALSE
78508,96989,1,0,0,0,1,0,0,1,0,FALSE
13520,64517,1,0,0,0,1,0,0,1,0,FALSE
67086,77165,1,0,0.125,0,1,0,1,0,0,FALSE
2142,70136,1,0,0.125,0,1,1,0,0,0,FALSE
37798,55542,1,0,0.166666667,0,1,0,1,0,0,FALSE
84205,95389,1,0,0,0,1,0,1,0,0,FALSE
30413,70552,0.285714286,0,0.111111111,0,1,1,1,1,0,FALSE
9444,47046,0.2,0,0.090909091,0,1,1,1,1,0,FALSE
37,25712,0.125,0,1,0,1,0,0,0,0,FALSE
25860,58204,0.142857143,0,1,0,1,0,0,0,0,FALSE
26589,46597,0.9,0,0,0,1,1,0,0,0,FALSE
9597,23068,0.111111111,0,1,0,1,0,0,0,0,FALSE
47669,56813,1,0,0.222222222,0,1,0,1,0,0,FALSE
50099,55386,1,0,0.2,0,1,0,1,0,0,FALSE
12930,55271,1,0,0.222222222,0,1,0,1,1,0,FALSE
50904,88128,1,0,0.25,0,1,1,0,0,0,FALSE
12581,91621,1,0,0.166666667,0,1,0,0,1,0,FALSE
14092,93795,1,0,0.2,0,1,1,0,0,0,FALSE
11522,15044,1,0,0.111111111,0,1,0,1,0,0,FALSE
17708,32565,0.4,0,0.25,0,1,0,1,0,0,FALSE
48225,52338,1,0,0.181818182,0,1,1,0,0,0,FALSE
12942,76418,1,0,0.5,0,1,0,1,0,0,FALSE
46640,54470,0.111111111,0,1,0,1,0,1,0,0,FALSE
32810,43358,1,0,0.25,0,1,0,1,0,0,FALSE
64518,86660,0.125,0,1,0,1,0,0,0,0,FALSE
22803,35373,0.142857143,0,1,0,1,0,0,0,0,FALSE
8749,46064,1,0,0,0,1,1,0,0,0,FALSE
37546,44953,0.666666667,0,0.166666667,0,1,0,0,1,0,FALSE
29477,47186,0.25,0,1,0,1,0,0,0,0,FALSE
6755,25888,1,0,0.142857143,0,1,0,1,1,0,FALSE
42113,89184,1,0,0.444444444,0,1,0,1,0,0,FALSE
14152,43312,0.4,0,0.2,0,1,0,1,0,0,FALSE
14678,19553,0,0,1,0,1,0,0,0,0,FALSE
22429,79118,1,0,0,0,1,0,1,0,0,FALSE
43763,86877,1,0,0.090909091,0,1,0,1,0,0,FALSE
17377,95593,0.4,0,0.142857143,0,1,0,0,1,0,FALSE
23123,94428,1,0,0.1,0,1,0,1,0,0,FALSE
993,75565,1,1,0,0,1,0,1,0,0,FALSE
23982,50828,1,0,0.2,0,1,0,0,1,0,FALSE
66739,94089,1,0,0.166666667,0,1,0,0,1,0,FALSE
39505,53799,0.222222222,0,1,0,1,0,0,0,0,FALSE
33428,75054,1,0,0.125,0,1,0,1,0,0,FALSE
30982,78123,0.111111111,0,0.666666667,0,1,1,0,0,0,FALSE
21053,39545,0.75,0,0.25,0,1,0,1,0,0,FALSE
28792,39137,1,0,0.25,0,1,0,1,0,0,FALSE
37710,75696,1,0,0,0,1,0,0,1,0,FALSE
38334,49196,1,0,0.125,0,1,0,0,1,0,FALSE
9026,28719,0.2,0,0.111111111,0,1,1,1,1,0,FALSE
6414,23269,1,0,0.2,0,1,1,0,0,0,FALSE
56765,72789,1,0,0.272727273,0,1,0,1,0,0,FALSE
5870,80983,0.571428571,0,0.571428571,0,1,0,0,0,0,FALSE
2172,6308,1,0,0,0,1,0,1,0,0,FALSE
1328,77954,1,1,0,0,1,0,0,1,0,FALSE
77603,85451,0.285714286,0,0.111111111,0,0,1,1,1,0,FALSE
4709,40260,1,0,0.142857143,0,1,0,0,1,0,FALSE
1692,37591,0,0,0.666666667,0,1,0,0,0,0,FALSE
15639,63457,1,0,0.222222222,0,0,0,0,1,0,FALSE
24008,92002,0,0,0.5,0,0,1,1,1,0,FALSE
11831,83831,0.111111111,0,0.166666667,0,1,0,0,0,0,FALSE
11931,32341,1,0,0.428571429,0,1,1,0,0,0,FALSE
6230,7115,0.125,0,0.142857143,0,1,1,1,1,0,FALSE
11210,70437,0.166666667,0,0,0,0,1,1,1,0,FALSE
560,78378,1,0,0,0,1,0,1,0,0,FALSE
55182,62241,1,0,0.222222222,0,1,0,1,0,0,FALSE
17560,47915,1,0,0.2,0,1,0,1,0,0,FALSE
52833,82784,1,0,0.090909091,0,1,0,1,1,0,FALSE
7515,63017,1,0,0,0,1,0,1,0,0,FALSE
21414,49706,0.166666667,0,0.857142857,0,1,0,0,0,0,FALSE
13511,97413,1,0,0,0,1,0,0,1,0,FALSE
20756,62055,1,0,0,0,1,1,0,0,0,FALSE
82729,88148,1,0,0.166666667,0,1,1,0,0,0,FALSE
36813,51641,0.125,0,0.166666667,0,0,1,1,1,0,FALSE
14074,76806,0.142857143,0,0.833333333,0,1,0,0,0,0,FALSE
33681,73437,0.375,0,0.5,0,1,0,0,1,0,FALSE
42908,47580,1,0,0.125,0,1,0,1,0,0,FALSE
28736,37163,1,0,0,0,1,1,0,0,0,FALSE
20139,38494,1,0,0,0,1,1,0,0,0,FALSE
25298,79195,1,0,0.5,0,1,0,0,1,0,FALSE
30334,34765,0.555555556,0,1,0,1,0,0,0,0,FALSE
53096,54938,1,0,0.142857143,0,1,0,1,0,0,FALSE
24539,87281,1,0,0,0,1,0,1,0,0,FALSE
57050,66197,1,0,0,0,1,1,0,0,0,FALSE
22349,94820,1,0,0.181818182,0,1,0,0,1,0,FALSE
8286,56538,0.333333333,0,0.833333333,0,1,0,0,0,0,FALSE
69413,92075,1,0,0,0,1,0,1,0,0,FALSE
34100,85682,0.857142857,0,0,0,1,1,0,0,0,FALSE
10459,80623,1,0,0,0,1,1,1,0,0,FALSE
11446,65801,1,0,0.1,0,1,1,0,0,0,FALSE
62768,95044,0.111111111,0,0.833333333,0,1,0,0,0,0,FALSE
5714,17382,0.2,0,0.6,0,1,0,1,0,0,FALSE
11961,94534,1,0,0.25,0,1,0,1,0,0,FALSE
31793,80888,1,0,0,0,1,1,0,0,0,FALSE
8948,39778,1,0,0.181818182,0,1,0,1,0,0,FALSE
13552,51035,1,0,0.125,0,1,0,1,0,0,FALSE
30317,60016,1,0,0,0,1,1,0,0,0,FALSE
39325,90849,0.166666667,0,0.8,0,1,0,0,0,0,FALSE
61682,81974,1,1,0.2,0,1,1,0,0,0,FALSE
15740,86115,1,0,0.2,0,1,1,0,0,0,FALSE
53256,69160,1,0,0,0,1,0,1,0,0,FALSE
12479,14924,0,0,0.625,0,1,0,0,0,0,FALSE
15707,29467,0.4,0,0.222222222,0,1,0,0,1,0,FALSE
7968,37418,0.4,0,0,0,1,0,1,0,0,FALSE
13507,82420,1,0,0,0,1,0,1,0,0,FALSE
20868,53512,1,0,0,0,1,0,0,1,0,FALSE
46823,78686,0.4,0,0.4,0,1,0,0,0,0,FALSE
10543,72311,0.4,0,0.25,0,1,0,1,0,0,FALSE
40470,79178,0.8,0,0.1,0,1,0,1,0,0,FALSE
67735,98707,1,0,0.181818182,0,1,1,0,0,0,FALSE
17870,48296,1,0,0.428571429,0,1,0,1,0,0,FALSE
55559,99857,1,0,0.142857143,0,1,0,0,1,0,FALSE
30840,54413,0.375,0,1,0,1,0,0,0,0,FALSE
21952,98652,1,0,0.125,0,0,0,1,0,0,FALSE
42491,55060,0.125,0,0.666666667,0,1,0,0,0,0,FALSE
49123,95906,0.166666667,0,0.1,0,1,1,1,1,0,FALSE
46100,69341,1,0,0.272727273,0,1,0,0,1,0,FALSE
32078,92023,1,0,0.166666667,0,1,1,0,0,0,FALSE
10259,16575,0.4,0,0,0,1,1,0,0,0,FALSE
4895,25474,0.75,0,0.666666667,0,1,0,0,0,0,FALSE
3540,48632,1,0,0.153846154,0,1,1,0,0,0,FALSE
533,15945,0.166666667,0,0.25,0,1,1,1,1,0,FALSE
11928,29494,0.8,0,0.25,0,1,0,1,0,0,FALSE
25569,79071,1,0,0,0,1,0,1,0,0,FALSE
40836,67327,1,0,0.125,0,1,0,0,1,0,FALSE
23214,42456,1,0,0.111111111,0,1,0,1,0,0,FALSE
32512,95567,0.4,0,0.25,0,1,0,1,0,0,FALSE
11666,77746,1,0,0.142857143,0,1,0,1,0,0,FALSE
23447,79386,1,0,0.111111111,0,1,0,1,0,0,FALSE
27044,30146,1,0,0.181818182,0,1,0,1,0,0,FALSE
48540,50792,0.25,0,1,0,1,0,0,0,0,FALSE
60718,83710,0.25,0,0.6,0,1,0,0,0,0,FALSE
74,63955,0.4,0,0.333333333,0,1,1,0,0,0,FALSE
74001,91096,1,0,0.125,0,1,0,1,0,0,FALSE
62027,85457,0.333333333,0,1,0,1,0,1,0,0,FALSE
32164,45106,0.333333333,0,1,0,1,0,0,0,0,FALSE
38750,68039,1,0,0,0,1,0,1,0,0,FALSE
11977,26916,1,0,0.2,0,1,0,1,0,0,FALSE
59605,93162,0.166666667,0,1,0,1,0,0,0,0,FALSE
26457,44642,1,0,0,0,1,0,0,1,0,FALSE
2413,82010,1,0,0.111111111,0,1,0,1,0,0,FALSE
7587,47898,0.222222222,0,1,0,1,0,0,0,0,FALSE
4923,14855,0.25,0,1,0,1,0,0,0,0,FALSE
82190,91576,1,0,0.4,0,1,0,0,1,0,FALSE
4174,95014,0.222222222,0,1,0,1,0,0,0,0,FALSE
15862,22617,0.428571429,0,0.857142857,0,1,0,0,0,0,FALSE
12075,64341,1,0,0,0,1,1,0,0,0,FALSE
34678,48503,1,0,0,0,1,0,0,1,0,FALSE
34148,41222,0.125,0,1,0,1,0,0,0,0,FALSE
24287,61643,0,0,1,0,1,0,0,0,0,FALSE
16896,79084,0.125,0,0.714285714,0,1,0,0,0,0,FALSE
51579,53864,1,0,0,0,1,0,1,0,0,FALSE
888,15076,0,0,1,0,1,0,0,0,0,FALSE
23558,43230,1,0,0.142857143,0,1,0,1,0,0,FALSE
20085,72584,0.222222222,0,1,0,1,0,0,0,0,FALSE
91856,99236,0.4,0,0.142857143,0,1,0,1,0,0,FALSE
1156,51827,1,0,0.4,0,0,0,1,0,0,FALSE
37532,85234,1,0,0.222222222,0,1,1,0,0,0,FALSE
52223,72250,0.111111111,0,1,0,1,0,1,0,0,FALSE
48894,96105,0.2,0,1,0,1,0,0,0,0,FALSE
9904,63319,1,0,0.285714286,0,1,0,1,0,0,FALSE
26002,84035,1,0,0.142857143,0,1,1,0,0,0,FALSE
1801,17767,1,0,0.111111111,0,1,0,1,0,0,FALSE
16992,31994,1,1,0.285714286,0,1,0,1,0,0,FALSE
428,58636,1,0,0.222222222,0,1,0,0,1,0,FALSE
34277,84596,1,0,0,0,1,0,1,0,0,FALSE
70035,98790,0.4,0,0.083333333,0,1,0,0,1,0,FALSE
27029,90138,1,0,0,0,1,0,0,1,0,FALSE
1196,15441,1,0,0,0,1,0,1,0,0,FALSE
66854,84918,0.333333333,0,0.857142857,0,1,0,0,0,0,FALSE
21115,55844,1,0,0.571428571,0,1,0,1,0,0,FALSE
2026,78125,1,0,0,0,1,0,1,0,0,FALSE
7542,92008,0,0,1,0,1,0,0,0,0,FALSE
11344,57799,0.25,0,0.75,0,1,0,0,0,0,FALSE
57973,91193,0,0,0,0,1,1,1,1,0,FALSE
61211,68906,1,0,0.125,0,1,0,1,0,0,FALSE
33397,97051,1,0,0.2,0,1,0,1,0,0,FALSE
63953,75024,1,0,0.1,0,1,0,1,0,0,FALSE
16253,89184,0.6,0,0.142857143,0,0,0,1,0,0,FALSE
14862,22704,0.125,0,0.25,0,0,1,1,1,0,FALSE
26442,69128,1,0,0.3,0,1,0,1,0,0,FALSE
22752,42895,0.222222222,0,0.5,0,1,0,0,0,0,FALSE
51166,77619,1,0,0.444444444,0,1,0,0,1,0,FALSE
47596,99468,0.285714286,0,0,0,1,0,0,0,0,FALSE
14622,23435,1,0,0.1,0,1,1,0,0,0,FALSE
156,71886,0.875,0,0.25,0,1,0,1,0,0,FALSE
55087,59905,1,0,0.25,0,1,0,0,1,0,FALSE
2086,84113,1,0,0.142857143,0,1,1,0,0,0,FALSE
4247,7309,1,0,0.111111111,0,1,0,0,1,0,FALSE
56896,62162,0.222222222,0,1,0,1,0,0,0,0,FALSE
18752,91485,0.2,0,1,0,1,0,0,0,0,FALSE
11982,63600,0.2,0,0.75,0,1,0,0,0,0,FALSE
3951,22944,0.444444444,0,0.5,0,1,0,1,0,0,FALSE
3968,54751,1,0,0,0,1,0,1,0,0,FALSE
9274,19313,1,0,0.222222222,0,1,0,1,0,0,FALSE
11729,26478,0.166666667,0,1,0,1,0,0,0,0,FALSE
3385,52118,1,0,0.142857143,0,1,0,0,1,0,FALSE
41662,56728,1,0,0.142857143,0,1,1,0,0,0,FALSE
78586,99898,1,0,0.125,0,1,0,1,0,0,FALSE
58146,66399,1,0,0.111111111,0,1,0,0,1,0,FALSE
33573,62350,1,0,0.25,0,1,0,0,1,0,FALSE
30645,46157,0.8,0,0.142857143,0,1,0,1,0,0,FALSE
18107,22110,1,0,0.142857143,0,1,1,0,0,0,FALSE
1098,9505,1,0,0.090909091,0,1,0,1,0,0,FALSE
861,4044,1,0,0.333333333,0,1,1,0,0,0,FALSE
11732,42270,1,0,0,0,0,0,0,1,0,FALSE
5532,46155,1,0,0,0,1,0,1,0,0,FALSE
21662,39364,1,0,0.142857143,0,1,0,1,0,0,FALSE
47726,96888,1,0,0.428571429,0,1,0,1,0,0,FALSE
31629,95206,1,0,0,0,1,0,1,0,0,FALSE
39774,44185,0,0,0.2,0,0,1,1,1,0,FALSE
3520,83904,0,0,0.125,0,0,1,1,1,0,FALSE
60712,95457,0.142857143,0,1,0,1,0,0,0,0,FALSE
38589,98449,0.25,0,1,0,1,0,1,0,0,FALSE
47024,88302,1,0,0.111111111,0,1,0,1,0,0,FALSE
32258,76631,0.166666667,0,1,0,1,0,0,0,0,FALSE
1704,36680,0.75,0,0.333333333,0,1,0,0,1,0,FALSE
6720,58695,1,0,0.1,0,1,0,1,0,0,FALSE
4340,56012,1,0,0.333333333,0,1,0,1,0,0,FALSE
30419,72775,1,0,0,0,1,0,1,0,0,FALSE
21083,26588,1,0,0,0,1,1,0,1,0,FALSE
10211,24216,1,1,0,0,1,0,1,0,0,FALSE
8205,15015,0.2,0,0.428571429,0,0,1,1,1,0,FALSE
12723,48610,0.111111111,0,0,0,0,1,1,1,0,FALSE
24360,88304,1,0,0.428571429,0,1,0,1,0,0,FALSE
86270,87490,0,0,0.222222222,0,0,1,1,1,0,FALSE
1258,21036,1,0,0,0,1,0,1,0,0,FALSE
3965,12133,1,0,0.111111111,0,1,0,1,0,0,FALSE
57811,75865,1,0,0,0,1,0,1,0,0,FALSE
74960,91278,1,0,0,0,1,0,1,0,0,FALSE
60480,81467,1,0,0.090909091,0,1,0,1,0,0,FALSE
31768,42858,0,0,1,0,1,0,0,0,0,FALSE
7005,64380,0,0,0.888888889,0,1,0,0,0,0,FALSE
69377,98911,0.125,0,0,0,1,1,1,1,0,FALSE
1960,79238,1,0,0.333333333,0,1,1,0,0,0,FALSE
35633,86927,0.4,0,0.428571429,0,1,0,1,0,0,FALSE
27429,45611,0.166666667,0,1,0,1,0,0,0,0,FALSE
2754,62019,1,0,0.2,0,1,0,1,0,0,FALSE
4914,77741,0,0,0.25,0,1,0,0,0,0,FALSE
11367,69992,1,0,0.25,0,1,0,1,0,0,FALSE
9220,33809,1,0,0.1,0,1,0,0,1,0,FALSE
16250,72109,1,0,0,0,1,0,1,0,0,FALSE
8747,53222,1,0,0.142857143,0,1,0,1,0,0,FALSE
44346,61235,1,0,0.25,0,1,0,1,0,0,FALSE
703,57442,0.142857143,0,1,0,1,0,0,0,0,FALSE
27389,96240,1,0,0.1,0,1,0,1,0,0,FALSE
39885,47866,1,0,0.153846154,0,1,0,0,1,0,FALSE
31798,49507,0.333333333,0,1,0,1,0,0,0,0,FALSE
53491,71032,0.333333333,0,1,0,1,0,0,0,0,FALSE
59268,72469,1,0,0.25,0,1,0,1,0,0,FALSE
34723,94630,1,0,0.090909091,0,1,0,0,1,0,FALSE
23592,62380,0,0,1,0,1,0,0,0,0,FALSE
45253,71519,1,0,0.285714286,0,1,0,1,0,0,FALSE
24295,34855,0,0,0.375,0,1,0,0,0,0,FALSE
76559,91648,0,0,1,0,1,0,0,0,0,FALSE
9095,58372,0.25,0,0,0,1,1,1,1,0,FALSE
62039,88676,0.4,0,0,0,1,0,1,0,0,FALSE
46549,64224,0.111111111,0,1,0,1,0,0,1,0,FALSE
7427,27243,1,0,0,0,1,0,1,0,0,FALSE
1093,72737,1,0,0.272727273,0,1,1,0,0,0,FALSE
29049,51014,1,0,0.142857143,0,1,0,1,0,0,FALSE
51160,77960,0.333333333,0,1,0,1,0,0,0,0,FALSE
75598,77015,0.2,0,1,0,1,0,0,0,0,FALSE
32756,89687,1,0,0.272727273,0,1,0,1,0,0,FALSE
28963,38628,1,0,0,0,1,0,1,0,0,FALSE
73182,88881,1,0,0.25,0,1,0,0,1,0,FALSE
6661,94379,0.4,0,0.125,0,1,0,1,0,0,FALSE
40078,69943,0.222222222,0,0.166666667,0,1,1,1,1,0,FALSE
32756,81191,1,0,0.272727273,0,1,0,1,0,0,FALSE
7931,94999,1,0,0.142857143,0,1,1,0,0,0,FALSE
7075,68509,0.222222222,0,0,0,0,1,1,1,0,FALSE
18243,75251,0,0,0,0,1,1,1,1,0,FALSE
9295,63869,0.333333333,0,0.666666667,0,1,0,0,0,0,FALSE
13885,56662,1,0,0,0,1,0,0,1,0,FALSE
36782,73382,1,0,0,0,1,0,0,1,0,FALSE
45855,55645,1,1,0.181818182,0,1,0,0,1,0,FALSE
20307,35882,0.4,0,0,0,1,0,0,1,0,FALSE
69910,86063,0,0,0.777777778,0,1,0,0,0,0,FALSE
49914,64765,0,0,0.6,0,1,0,0,0,0,FALSE
21588,50700,0.125,0,0.571428571,0,1,0,0,0,0,FALSE
48093,95413,1,1,0.375,0,1,0,1,0,0,FALSE
5159,65835,1,0,0.25,0,1,1,0,0,0,FALSE
10884,33750,1,0,0,0,1,0,1,0,0,FALSE
31353,81772,1,0,0.125,0,1,0,0,1,0,FALSE
34038,49822,0.833333333,0,0,0,1,0,1,0,0,FALSE
17866,19965,1,0,0.083333333,0,1,0,0,1,0,FALSE
71683,86044,0,0,0.857142857,0,1,0,0,0,0,FALSE
22764,67649,0.285714286,0,0.222222222,0,1,1,1,1,0,FALSE
71878,73150,1,0,0.333333333,0,1,1,0,0,0,FALSE
7694,72357,1,0,0.222222222,0,1,0,0,1,0,FALSE
74494,84666,1,0,0.111111111,0,1,0,1,0,0,FALSE
20773,46759,0.25,0,0.5,0,1,0,0,0,0,FALSE
75305,79310,1,0,0,0,1,0,1,0,0,FALSE
23826,24944,0,0,1,0,1,0,1,0,0,FALSE
25348,97285,1,0,0.285714286,0,1,0,1,0,0,FALSE
23111,70478,1,0,0.111111111,0,1,1,0,0,0,FALSE
343,65596,1,0,0,0,1,0,0,1,0,FALSE
60194,66331,1,0,0,0,1,0,1,0,0,FALSE
40939,87229,1,0,0.333333333,0,1,0,0,1,0,FALSE
14056,77553,0.222222222,0,0.833333333,0,1,0,1,0,0,FALSE
29142,95098,1,0,0.111111111,0,1,0,0,1,0,FALSE
2070,23125,0.5,0,0.111111111,0,0,0,1,0,0,FALSE
86846,94775,1,0,0.142857143,0,1,1,0,0,0,FALSE
25806,78371,1,0,0.5,0,1,0,1,0,0,FALSE
4235,45628,1,0,0.125,0,1,0,1,1,0,FALSE
21314,79377,0,0,0.2,0,1,0,0,1,0,FALSE
24848,59799,1,0,0,0,1,0,1,0,0,FALSE
37404,68662,1,0,0.25,0,1,0,0,1,0,FALSE
34515,99293,1,0,0.4,0,1,1,0,0,0,FALSE
24555,87184,0,0,1,0,1,0,0,0,0,FALSE
64558,84887,0.25,0,0.166666667,0,1,0,1,0,0,FALSE
9301,15464,1,0,0,0,1,1,0,0,0,FALSE
15259,22216,0.888888889,0,0.125,0,1,1,0,0,1,FALSE
24116,64710,0.166666667,0,1,0,1,0,0,0,0,FALSE
27560,80607,1,0,0,0,1,1,0,0,0,FALSE
57119,85965,1,0,0,0,1,0,1,1,0,FALSE
8976,86460,0,0,0.285714286,0,1,0,1,0,0,FALSE
73745,79700,1,0,0.111111111,0,1,0,1,0,0,FALSE
30489,79436,0.142857143,0,0.25,0,1,0,0,0,0,FALSE
46186,59465,0.4,0,0.111111111,0,1,0,0,1,0,FALSE
34834,77874,0.222222222,0,0,0,0,1,1,1,0,FALSE
14307,16673,1,0,0.142857143,0,1,0,1,0,0,FALSE
86060,93385,1,0,0.1,0,1,0,0,1,0,FALSE
37592,49023,0.8,0,0.333333333,0,1,1,0,0,0,FALSE
5379,91230,1,0,0.333333333,0,1,0,0,1,0,FALSE
44659,57065,0.4,0,0.333333333,0,1,0,1,0,0,FALSE
32158,63777,1,0,0.181818182,0,1,0,1,0,0,FALSE
25307,56881,1,0,0.166666667,0,0,0,1,0,0,FALSE
884,87334,0,0,1,0,1,0,1,0,0,FALSE
3532,76251,1,0,0.111111111,0,1,0,1,0,0,FALSE
11466,34493,0.142857143,0,0.857142857,0,1,0,0,0,0,FALSE
64676,94136,0,0,1,0,1,0,0,0,0,FALSE
4190,52979,0.8,0,0.272727273,0,1,0,1,0,0,FALSE
63261,89589,0,0,0.5,0,1,0,0,0,0,FALSE
71959,83378,0.111111111,0,1,0,1,0,1,0,0,FALSE
36344,54161,1,0,0.2,0,1,1,0,0,0,FALSE
35466,74104,1,0,0.1,0,1,0,1,0,0,FALSE
49631,96931,0.285714286,0,0.375,0,1,0,0,0,0,FALSE
2539,94829,0.142857143,0,1,0,1,0,0,0,0,FALSE
9558,78266,0.222222222,0,0.555555556,0,1,1,0,0,0,FALSE
41306,86240,1,0,0,0,1,1,0,0,0,FALSE
39283,67801,1,0,0.166666667,0,1,0,0,1,0,FALSE
11814,38152,1,0,0.333333333,0,1,1,0,0,0,FALSE
3245,12024,1,0,0.25,0,1,0,1,0,0,FALSE
4080,70277,1,0,0.1,0,1,0,1,0,0,FALSE
18508,39766,0.285714286,0,0.8,0,1,0,0,0,0,FALSE
55063,65941,1,0,0.166666667,0,1,1,0,0,0,FALSE
37461,38989,1,0,0.125,0,1,0,1,0,0,FALSE
19553,20579,0.2,0,1,0,1,0,0,0,0,FALSE
6592,67764,1,0,0.142857143,0,1,0,1,0,0,FALSE
12595,27611,0.4,0,0,0,1,0,1,1,0,FALSE
35598,98513,1,0,0.222222222,0,1,0,0,1,0,FALSE
50780,92497,1,0,0.25,0,1,1,0,0,0,FALSE
62707,80532,0.555555556,0,0,0,1,0,0,0,0,FALSE
76894,86572,1,0,0,0,1,0,1,0,0,FALSE
1732,82055,0.777777778,0,0.166666667,0,1,1,0,0,0,FALSE
50479,85931,1,0,0.181818182,0,1,1,1,0,0,FALSE
5437,93139,1,0,0,0,1,0,1,0,0,FALSE
17566,60255,1,0,0.125,0,1,0,1,0,0,FALSE
47548,67683,1,0,0.166666667,0,1,1,0,0,0,FALSE
45269,75592,0.375,0,0.111111111,0,0,1,1,1,0,FALSE
57422,94546,1,0,0.333333333,0,1,0,1,0,0,FALSE
47947,54972,1,0,0.142857143,0,1,0,1,0,0,FALSE
7745,47287,0.4,0,1,0,1,0,0,0,0,FALSE
25596,26761,1,0,0.272727273,0,1,1,0,0,0,FALSE
85134,99246,0.875,0,1,0,1,0,0,0,0,FALSE
37326,95261,0.25,0,1,0,1,0,0,0,0,FALSE
7537,21007,0.125,0,0,0,0,1,1,1,0,FALSE
51749,73602,0.142857143,0,0.833333333,0,1,0,0,0,0,FALSE
46141,73436,1,0,0.25,0,1,0,0,1,0,FALSE
19394,92499,1,0,0,0,1,1,0,0,0,FALSE
58403,72462,0.4,0,0.222222222,0,1,0,1,0,0,FALSE
16247,97895,1,0,0,0,1,0,1,0,0,FALSE
30311,52732,1,0,0.285714286,0,1,0,1,0,0,FALSE
41949,44548,0.3,0,0.857142857,0,1,1,0,0,0,FALSE
50916,91287,1,0,0.25,0,1,1,0,0,0,FALSE
