"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","Class"
29,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",193,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
37,"admin.","married","high.school","no","no","yes","telephone","may","thu",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
40,"admin.","married","high.school","unknown","no","no","telephone","jun","tue",675,5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
33,"housemaid","single","university.degree","unknown","yes","no","cellular","aug","wed",46,3,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
36,"admin.","single","high.school","no","no","no","cellular","apr","fri",193,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"blue-collar","single","basic.9y","no","no","no","cellular","may","thu",484,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
34,"blue-collar","single","basic.9y","no","no","no","cellular","may","mon",281,2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","jun","wed",107,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
29,"services","married","basic.9y","no","yes","no","telephone","may","wed",94,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"admin.","married","high.school","no","no","no","telephone","may","tue",369,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
56,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",177,5,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
50,"self-employed","married","basic.9y","unknown","no","no","cellular","may","thu",287,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
43,"unemployed","married","university.degree","unknown","no","no","telephone","jun","mon",114,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
29,"blue-collar","single","basic.4y","no","yes","no","cellular","may","fri",13,9,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
56,"management","married","university.degree","no","no","no","cellular","jul","tue",442,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
47,"services","married","unknown","no","no","no","telephone","may","wed",262,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
54,"entrepreneur","divorced","unknown","no","no","yes","cellular","apr","thu",461,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
32,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","apr","fri",108,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no"
34,"management","single","high.school","no","yes","yes","cellular","nov","wed",201,2,6,1,"success",-0.1,93.2,-42,4.12,5195.8,"no"
31,"self-employed","married","university.degree","no","no","no","cellular","aug","tue",201,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
56,"unemployed","married","professional.course","no","no","no","cellular","sep","fri",1551,1,999,2,"failure",-3.4,92.379,-29.8,0.762,5017.5,"no"
32,"entrepreneur","married","basic.9y","unknown","yes","no","telephone","jul","tue",258,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu",159,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
42,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",92,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",209,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
56,"technician","married","unknown","no","no","no","telephone","jun","fri",49,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
33,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","fri",78,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
26,"services","single","high.school","unknown","yes","yes","telephone","jul","fri",11,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
47,"services","divorced","basic.4y","no","yes","no","telephone","jun","fri",60,6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
36,"blue-collar","married","professional.course","unknown","yes","no","telephone","jun","fri",324,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
60,"retired","married","basic.4y","unknown","yes","no","telephone","may","fri",557,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"admin.","married","high.school","unknown","unknown","unknown","telephone","may","wed",35,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
30,"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",207,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
88,"retired","divorced","basic.4y","no","yes","yes","cellular","mar","wed",82,2,999,0,"nonexistent",-1.8,92.843,-50,1.663,5099.1,"no"
45,"services","divorced","high.school","unknown","no","no","telephone","may","mon",166,12,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",82,6,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,"no"
48,"retired","married","basic.4y","unknown","yes","yes","telephone","jul","mon",27,17,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"technician","single","high.school","unknown","yes","no","telephone","may","wed",617,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"technician","single","university.degree","no","yes","yes","cellular","jul","wed",63,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
56,"housemaid","divorced","basic.4y","unknown","yes","no","telephone","jun","tue",77,5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
59,"admin.","divorced","high.school","unknown","no","yes","cellular","jul","mon",630,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
39,"technician","married","high.school","no","yes","no","cellular","may","tue",451,4,3,1,"success",-1.8,92.893,-46.2,1.291,5099.1,"no"
37,"blue-collar","married","basic.6y","no","unknown","unknown","cellular","oct","fri",93,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.73,5017.5,"no"
51,"services","married","basic.9y","no","yes","no","telephone","jun","fri",250,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
59,"technician","divorced","basic.9y","no","yes","no","cellular","jul","wed",142,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
36,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","tue",296,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
28,"management","single","university.degree","no","no","no","telephone","jun","thu",651,5,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes"
31,"admin.","married","university.degree","no","yes","no","telephone","may","thu",102,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
26,"services","single","high.school","no","yes","no","telephone","may","tue",188,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","mon",221,8,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
50,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","thu",57,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
50,"self-employed","married","professional.course","no","no","no","cellular","jul","thu",73,7,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
56,"self-employed","married","university.degree","no","no","no","cellular","apr","mon",83,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"technician","married","professional.course","unknown","no","no","telephone","may","mon",407,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"admin.","single","university.degree","no","no","no","telephone","may","mon",12,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
52,"retired","married","basic.4y","unknown","unknown","unknown","cellular","jul","thu",143,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"admin.","single","university.degree","no","no","no","cellular","nov","fri",331,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes"
30,"admin.","divorced","university.degree","no","yes","no","cellular","nov","wed",589,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
51,"entrepreneur","married","university.degree","no","no","no","telephone","may","wed",98,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
57,"retired","married","university.degree","no","yes","no","cellular","aug","wed",187,1,999,1,"failure",-2.9,92.201,-31.4,0.834,5076.2,"no"
35,"admin.","married","university.degree","no","no","no","telephone","may","wed",41,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
39,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",514,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
20,"student","single","high.school","no","no","no","cellular","nov","wed",187,2,999,0,"nonexistent",-3.4,92.649,-30.1,0.715,5017.5,"no"
55,"blue-collar","married","professional.course","unknown","yes","no","telephone","may","fri",530,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"student","single","professional.course","no","no","no","telephone","nov","thu",72,1,999,0,"nonexistent",-0.1,93.2,-42,4.245,5195.8,"no"
55,"blue-collar","married","basic.9y","no","yes","yes","cellular","aug","thu",142,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"unknown","married","basic.9y","no","no","no","telephone","may","thu",108,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
39,"management","married","university.degree","no","yes","no","cellular","may","fri",53,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
59,"retired","unknown","university.degree","unknown","no","no","telephone","may","tue",253,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"management","married","university.degree","unknown","yes","no","cellular","aug","thu",109,5,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
33,"technician","divorced","professional.course","no","yes","yes","cellular","aug","mon",679,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
42,"self-employed","married","high.school","unknown","yes","no","cellular","nov","thu",77,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
36,"management","married","university.degree","no","unknown","unknown","cellular","sep","wed",331,1,6,4,"failure",-1.1,94.199,-37.5,0.876,4963.6,"yes"
29,"management","single","university.degree","no","yes","no","cellular","aug","tue",139,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
45,"services","married","professional.course","no","unknown","unknown","cellular","aug","fri",133,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"services","single","basic.9y","no","no","no","cellular","jul","fri",102,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"blue-collar","married","high.school","unknown","yes","no","cellular","mar","tue",494,1,999,0,"nonexistent",-1.8,92.843,-50,1.51,5099.1,"no"
32,"admin.","married","high.school","no","yes","yes","telephone","apr","mon",24,1,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
54,"blue-collar","married","basic.4y","unknown","no","no","cellular","aug","thu",65,6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
52,"blue-collar","married","high.school","no","no","no","cellular","may","tue",57,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
53,"technician","married","professional.course","no","no","no","telephone","may","tue",332,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
43,"admin.","married","high.school","no","yes","no","telephone","may","thu",67,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"admin.","married","university.degree","no","no","no","cellular","may","wed",329,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
37,"services","married","high.school","unknown","yes","no","telephone","may","mon",58,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
40,"self-employed","single","university.degree","no","no","yes","cellular","jun","wed",54,4,999,0,"nonexistent",-2.9,92.963,-40.8,1.244,5076.2,"no"
40,"technician","single","high.school","no","no","no","cellular","aug","fri",85,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
57,"unknown","married","unknown","unknown","yes","no","telephone","may","mon",48,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"blue-collar","married","basic.6y","unknown","no","yes","cellular","jul","thu",122,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
29,"management","single","university.degree","no","yes","yes","telephone","may","mon",207,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"management","divorced","high.school","no","yes","no","cellular","nov","mon",488,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
30,"admin.","married","university.degree","no","yes","no","telephone","may","fri",355,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
35,"admin.","single","high.school","no","yes","no","cellular","nov","tue",106,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
47,"blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","tue",118,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
34,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",206,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
57,"management","divorced","university.degree","no","yes","no","telephone","may","wed",236,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"admin.","married","high.school","no","no","no","cellular","nov","fri",219,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
47,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","jul","thu",114,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
34,"blue-collar","single","basic.6y","no","no","no","cellular","may","mon",204,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
28,"technician","single","professional.course","no","yes","no","cellular","may","mon",77,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
72,"retired","divorced","university.degree","no","no","no","cellular","aug","tue",270,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"no"
39,"entrepreneur","single","university.degree","no","yes","no","cellular","may","fri",452,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
34,"technician","married","professional.course","no","no","no","cellular","aug","mon",123,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,"no"
36,"services","married","high.school","unknown","yes","yes","telephone","jun","wed",57,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",1327,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
31,"services","single","high.school","no","yes","no","cellular","may","tue",28,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
45,"admin.","single","university.degree","no","no","no","cellular","nov","fri",27,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
20,"student","single","unknown","no","yes","yes","cellular","apr","tue",47,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"blue-collar","married","basic.4y","unknown","no","yes","telephone","jun","tue",65,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
50,"services","married","high.school","no","yes","no","cellular","aug","mon",54,15,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
29,"admin.","single","university.degree","no","no","no","telephone","jun","tue",641,6,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
34,"entrepreneur","married","basic.4y","no","yes","no","telephone","may","wed",474,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"admin.","married","university.degree","no","no","no","cellular","jul","mon",61,6,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
35,"admin.","single","university.degree","no","no","no","telephone","may","mon",234,13,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
41,"technician","married","professional.course","unknown","no","no","telephone","may","mon",677,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"admin.","single","university.degree","no","yes","no","telephone","may","fri",87,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
34,"blue-collar","married","basic.6y","unknown","no","yes","telephone","jul","mon",164,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
52,"admin.","married","high.school","no","no","no","telephone","may","wed",643,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"admin.","married","university.degree","unknown","no","no","telephone","may","fri",302,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
29,"technician","single","high.school","no","yes","no","cellular","aug","tue",130,6,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
35,"admin.","divorced","university.degree","no","yes","no","telephone","may","fri",221,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
36,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",570,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
38,"blue-collar","married","basic.4y","no","no","no","cellular","apr","tue",239,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
32,"admin.","married","university.degree","no","yes","no","telephone","aug","tue",66,7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
32,"admin.","single","university.degree","no","no","no","cellular","aug","mon",200,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
34,"self-employed","single","high.school","no","yes","no","cellular","nov","tue",581,4,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
28,"technician","single","basic.9y","no","no","no","cellular","may","tue",223,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
53,"technician","married","professional.course","no","no","no","telephone","may","fri",260,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"services","single","basic.9y","no","no","no","telephone","may","mon",93,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",168,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"technician","single","professional.course","no","no","yes","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
35,"blue-collar","divorced","basic.9y","no","no","no","telephone","jun","mon",138,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
45,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","thu",272,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
24,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","wed",590,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
30,"technician","married","university.degree","unknown","yes","no","cellular","jul","tue",231,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"management","married","university.degree","no","yes","no","cellular","jul","wed",217,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
68,"retired","married","university.degree","no","yes","no","cellular","jul","mon",546,2,999,1,"failure",-1.7,94.215,-40.3,0.889,4991.6,"yes"
32,"unemployed","married","university.degree","no","yes","no","cellular","aug","thu",85,8,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
55,"services","married","high.school","no","no","yes","cellular","jul","thu",371,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"admin.","married","high.school","unknown","yes","yes","telephone","jun","wed",135,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
34,"self-employed","single","university.degree","no","yes","no","cellular","may","mon",102,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
33,"admin.","divorced","university.degree","no","yes","no","cellular","nov","thu",214,2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
52,"services","married","basic.6y","no","no","yes","cellular","jul","mon",161,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
49,"housemaid","single","university.degree","no","no","yes","cellular","dec","mon",334,3,999,0,"nonexistent",-3,92.713,-33,0.717,5023.5,"no"
41,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",47,13,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
39,"blue-collar","divorced","basic.9y","unknown","no","no","telephone","may","tue",304,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
33,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","tue",164,7,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
36,"admin.","single","basic.6y","no","yes","no","telephone","may","wed",125,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
61,"self-employed","divorced","university.degree","no","no","no","cellular","mar","fri",102,2,999,1,"failure",-1.8,93.369,-34.8,0.649,5008.7,"no"
31,"technician","single","professional.course","no","no","no","telephone","jul","fri",141,2,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
41,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","mon",132,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
39,"services","married","high.school","no","yes","no","cellular","may","thu",22,8,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
39,"admin.","divorced","high.school","no","no","no","cellular","jul","tue",121,17,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
38,"management","married","university.degree","no","yes","no","cellular","aug","thu",328,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"no"
24,"admin.","single","high.school","no","yes","no","telephone","jul","mon",722,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
45,"blue-collar","divorced","high.school","unknown","no","no","cellular","jul","thu",323,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"technician","divorced","unknown","no","no","no","cellular","jul","thu",40,7,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
53,"unknown","married","professional.course","no","no","no","cellular","jun","thu",217,2,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"no"
35,"technician","married","university.degree","unknown","yes","no","cellular","nov","wed",108,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
71,"retired","single","university.degree","no","yes","no","cellular","oct","tue",167,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
52,"services","single","high.school","no","yes","no","telephone","jun","wed",43,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
27,"admin.","single","university.degree","unknown","yes","no","cellular","jul","tue",72,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
35,"student","single","unknown","unknown","no","no","cellular","jul","wed",103,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"management","single","university.degree","no","no","no","cellular","may","thu",162,4,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
35,"admin.","married","high.school","no","no","no","cellular","nov","tue",95,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
25,"blue-collar","married","basic.4y","no","no","no","cellular","jul","thu",420,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
28,"admin.","single","university.degree","no","no","no","cellular","aug","wed",202,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,"no"
32,"technician","divorced","professional.course","no","yes","no","telephone","may","fri",76,17,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
34,"admin.","single","high.school","no","yes","no","telephone","may","wed",359,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
34,"technician","married","university.degree","no","no","no","cellular","jun","tue",116,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
37,"housemaid","divorced","basic.9y","unknown","yes","no","telephone","may","mon",226,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
40,"admin.","married","high.school","unknown","yes","no","telephone","jun","fri",85,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
38,"admin.","married","university.degree","no","yes","no","telephone","jun","thu",197,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
23,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu",523,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"blue-collar","single","basic.9y","no","no","no","telephone","jun","wed",83,11,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
49,"technician","married","university.degree","no","yes","no","cellular","nov","thu",91,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
51,"admin.","married","basic.6y","unknown","yes","no","telephone","may","fri",343,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
49,"blue-collar","married","basic.6y","no","no","no","cellular","aug","mon",383,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
21,"student","single","professional.course","no","no","no","telephone","nov","wed",250,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no"
45,"admin.","single","professional.course","no","no","no","telephone","may","tue",265,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"admin.","married","university.degree","no","no","no","telephone","nov","wed",274,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
32,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",75,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
34,"services","married","high.school","no","no","no","telephone","may","tue",211,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
51,"technician","married","university.degree","unknown","yes","no","cellular","jul","wed",65,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
24,"admin.","single","university.degree","no","no","no","cellular","aug","thu",147,1,999,1,"failure",-2.9,92.201,-31.4,0.851,5076.2,"no"
34,"blue-collar","married","high.school","no","no","no","cellular","may","thu",144,3,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
30,"admin.","married","high.school","no","yes","no","telephone","may","mon",434,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"management","married","university.degree","no","yes","no","cellular","aug","tue",263,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
50,"services","married","basic.9y","unknown","yes","no","cellular","aug","mon",113,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"services","single","university.degree","no","unknown","unknown","cellular","aug","mon",419,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"no"
27,"services","single","high.school","no","no","no","cellular","jul","fri",423,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.79,4991.6,"yes"
55,"technician","married","university.degree","no","no","no","telephone","may","mon",349,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
41,"technician","married","professional.course","no","yes","yes","cellular","may","wed",204,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
54,"retired","married","high.school","no","no","no","cellular","nov","tue",172,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
33,"blue-collar","single","basic.9y","unknown","yes","no","telephone","jun","tue",280,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
