"id","username","location","userop","quote","Class","date","reviewnospace","page","titleopinion"
"rn365641218","Gregory W","Boston, Massachusetts","67 reviews","Excellent, but get a guided tour","1","2016-04-20","So beautiful, interesting, amazing, and historic. This is a real treasure and a pleasure to visit. But the complex is huge and although I consider myself a seasoned and able traveler, I'm so glad we had a guided tour for our visit to the Alhambra. Otherwise, I think it would be hard to figure out exactly where to go, in what order to do the different buildings (it matters), and one would miss so much of the historical context.",178,"Excellent, but get a guided tour. So beautiful, interesting, amazing, and historic. This is a real treasure and a pleasure to visit. But the complex is huge and although I consider myself a seasoned and able traveler, I'm so glad we had a guided tour for our visit to the Alhambra. Otherwise, I think it would be hard to figure out exactly where to go, in what order to do the different buildings (it matters), and one would miss so much of the historical context."
"rn365599284","nedrow5791","Keswick, United Kingdom","119 reviews","Not A1 Alhambra","0","2016-04-20","Its a beautiful setting atop a hill with almost 360 degree panoramic view and the sierra nevadas as a backdrop.BUT why has what should be a simple job of selling entrance tickets to the public been made so time consuming and complicated If you go sort your ticket purchase beforehand or get there by 7.00am on the day and q for 8.00am start Dont pay 35 euros for a conducted tour .Its not worth it.Pay one third of that , get your map ,and do it yourself.Despite its size and world heritage status its the backdrop that makes it memorable not its contents",179,"Not A1 Alhambra. Its a beautiful setting atop a hill with almost 360 degree panoramic view and the sierra nevadas as a backdrop.BUT why has what should be a simple job of selling entrance tickets to the public been made so time consuming and complicated If you go sort your ticket purchase beforehand or get there by 7.00am on the day and q for 8.00am start Dont pay 35 euros for a conducted tour .Its not worth it.Pay one third of that , get your map ,and do it yourself.Despite its size and world heritage status its the backdrop that makes it memorable not its contents"
"rn365293313","Curtis O","Billings, Montana","40 reviews","Worth seeing the Moorish influence in Spain","1","2016-04-19","We took a guided tour as we did not plan well and online tickets were unavailable. Used ""get your guide"" and had a great guided tour. Much to see and based on its history it is still quite impressive. The gardens were beautiful. Great views. UNESCO heritage site well worth visiting.",180,"Worth seeing the Moorish influence in Spain. We took a guided tour as we did not plan well and online tickets were unavailable. Used ""get your guide"" and had a great guided tour. Much to see and based on its history it is still quite impressive. The gardens were beautiful. Great views. UNESCO heritage site well worth visiting."
"rn364845864","CrustyOldtimer","Chester, United Kingdom","38 reviews","Interesting exhibitions","0","2016-04-17","The monumental architecture of the Carlos V ""Palace"" looks out of place amongst the elegant Nasrid palaces and gardens of the Alhambra complex, but it is definitely worth a visit. The free exhibitions we saw were both interesting and informative.",181,"Interesting exhibitions. The monumental architecture of the Carlos V ""Palace"" looks out of place amongst the elegant Nasrid palaces and gardens of the Alhambra complex, but it is definitely worth a visit. The free exhibitions we saw were both interesting and informative."
"rn364821581","S D","Seattle, Washington","6 reviews","Loved the Alhambra","1","2016-04-17","Really worth the visit and plan to spend at least 3-4 hours to see it all. Be sure to go to Generalize too.",181,"Loved the Alhambra. Really worth the visit and plan to spend at least 3-4 hours to see it all. Be sure to go to Generalize too."
"rn364361720","HappyInnkeeper2013","Oakville, Canada","35 reviews","Inspirational visit","1","2016-04-15","Perched on the Sabika hill, the first palaces were built in the 11th century. Spectacular monuments to Islamic culture, the Nasrid palaces have the most beautiful and intricate tile work. One has a sense of the opulence of these buildings during the time of their inhabitation, even though all the colourful painting has worn away.The magnificent courtyard of the Renaissance palace of Charles V fires the imagination at what courtly events were held there over time. The Generalife palace and gardens, with wonderful fountains, are worth a day of wandering on their own. The Alcazaba towers offer sweeping views of the Albayzin, vast surrounding areas as well as the snow covered Pyrenees mountains. Illuminated at night, this is pure magic, and a mecca for history lovers.",182,"Inspirational visit. Perched on the Sabika hill, the first palaces were built in the 11th century. Spectacular monuments to Islamic culture, the Nasrid palaces have the most beautiful and intricate tile work. One has a sense of the opulence of these buildings during the time of their inhabitation, even though all the colourful painting has worn away.The magnificent courtyard of the Renaissance palace of Charles V fires the imagination at what courtly events were held there over time. The Generalife palace and gardens, with wonderful fountains, are worth a day of wandering on their own. The Alcazaba towers offer sweeping views of the Albayzin, vast surrounding areas as well as the snow covered Pyrenees mountains. Illuminated at night, this is pure magic, and a mecca for history lovers."
"rn364277051","JPears","Stuttgart, Germany","129 reviews","Amazing Alhambra ","1","2016-04-15","The buildings and gardens here are amazing. The detail and imagination of the Moors are simply stunning. The tour of the castle and the adjacent buildings were worth the price of admission. The building are in immaculate condition but there is some renovation works being done on some of the buildings. Also views to the city of Granada were wonderful!",183,"Amazing Alhambra . The buildings and gardens here are amazing. The detail and imagination of the Moors are simply stunning. The tour of the castle and the adjacent buildings were worth the price of admission. The building are in immaculate condition but there is some renovation works being done on some of the buildings. Also views to the city of Granada were wonderful!"
"rn364276223","Jennifer R","Pueblo, Colorado","42 reviews","Worth a visit","1","2016-04-15","This complex is a must see. Everything was so beautiful. You could easily spend half a day here meandering through the gardens or admiring the architecture.",183,"Worth a visit. This complex is a must see. Everything was so beautiful. You could easily spend half a day here meandering through the gardens or admiring the architecture."
"rn364228953","KP58","London, United Kingdom","433 reviews","The star attraction","1","2016-04-14","And really little wonder. This place is so serene and so immense you need a whole day here wandering through and soaking in its atmosphere. A photo opportunity at every turn!",183,"The star attraction. And really little wonder. This place is so serene and so immense you need a whole day here wandering through and soaking in its atmosphere. A photo opportunity at every turn!"
"rn364106198","trygvee2016","Fredrikstad, Norway","7 reviews","Don´t buy tickets to Alhambra in the information desk in the bus terminal in Granada!","1","2016-04-14","My wife and I stayed a week in Malaga and decided to take a bus from the bus terminal in Malaga ti Granada. An great trip of 1,5 hour for 9 euro each roundtrip. The bus ride was a nice trip trough beautiful landscape. On arriving the terminal we went into hall and went to the tourist information and asked directions and easy transport to the Alhambra.The woman at the information desk asked us if we had ticket and when we said no and intended to buy the at the entrance she replied that everything was sold out and impossible to get at the entrance.She even show us a phony web site to confirm it! But she had been lucky and could offer us ticket for 50 euros each which we found a bit steep or expensive.After a while she offered us the tickets for 40 euro each. In the meantime another English group arrived and was offer the same deal.Besides being very pushy and aggressive we declined her offer.To make a long and not so pleasant experience short we grabbed a taxi outside the terminal building 9 euros and drove to the gate of alhambra, and got our ticket after waiting a few minutes in the queue for 12 euros each! On arrival I informed the information desk what we had experienced at the bus terminal! The said this was legal and the only legal place to buy tickets was there!So the trip cost us 40 euros for bus and taxi both way including tickets for the alhambra!",183,"Don´t buy tickets to Alhambra in the information desk in the bus terminal in Granada!. My wife and I stayed a week in Malaga and decided to take a bus from the bus terminal in Malaga ti Granada. An great trip of 1,5 hour for 9 euro each roundtrip. The bus ride was a nice trip trough beautiful landscape. On arriving the terminal we went into hall and went to the tourist information and asked directions and easy transport to the Alhambra.The woman at the information desk asked us if we had ticket and when we said no and intended to buy the at the entrance she replied that everything was sold out and impossible to get at the entrance.She even show us a phony web site to confirm it! But she had been lucky and could offer us ticket for 50 euros each which we found a bit steep or expensive.After a while she offered us the tickets for 40 euro each. In the meantime another English group arrived and was offer the same deal.Besides being very pushy and aggressive we declined her offer.To make a long and not so pleasant experience short we grabbed a taxi outside the terminal building 9 euros and drove to the gate of alhambra, and got our ticket after waiting a few minutes in the queue for 12 euros each! On arrival I informed the information desk what we had experienced at the bus terminal! The said this was legal and the only legal place to buy tickets was there!So the trip cost us 40 euros for bus and taxi both way including tickets for the alhambra!"
"rn363984585","Igor E","Granada, Spain","44 reviews","If you haven't seen it before DO NOT book the evening ticket","1","2016-04-13","You will only see the 25% of Alhambra if you get the evening ticket (after 6pm) and you'll regret it. Book in advance and if you didn't, some of the spaces are free, Carlos V palace, Alcazaba plaza, arab baths, some gardens,... of course, if you've seen Alhambra already, evening tickets are a must. Like I said, you won't see everything but what you'll experience is so romantic, perfect for couples!!!",183,"If you haven't seen it before DO NOT book the evening ticket. You will only see the 25% of Alhambra if you get the evening ticket (after 6pm) and you'll regret it. Book in advance and if you didn't, some of the spaces are free, Carlos V palace, Alcazaba plaza, arab baths, some gardens,... of course, if you've seen Alhambra already, evening tickets are a must. Like I said, you won't see everything but what you'll experience is so romantic, perfect for couples!!!"
"rn363837786","AJG_Ipswich","Ipswich, United Kingdom","27 reviews","As amazing as they say","1","2016-04-13","We parked at the Alhambra main parking in the morning, walked down into Granada and visited the cathedral and the El Albayzín walking up to the viewpoints across to the Alhambra. We then walked back down to Plaza Isabel La Catolica and took the C3 little red bus up the hill (saving a tiring walk!). We had booked timed tickets for the the Nazari Palace at the Alhambra for 5pm a few months earlier so avoided any queues. We turned up at the Alhambra entrance around 4pm and looked around the rest of the main site, then when we got to the Palace there was a short wait to be admitted. Although there were quite a few people around we managed to lack behind the main 5pm crowd and had some of the rooms to ourselves for a few moments at least. It really lives up to its reputation, hard to resist continually taking photos but at the same time you just want to soak it all in. Worth going twice, once with a camera and once without! After that we wandered the Generalife Gardens and stayed until around 7:30pm by which time it was almost deserted - a perfect time to wander. We ended up with a nice toasted sandwich at the Parador Cafeteria in the Alhambra grounds - with views across to the Generalife and then back to the car park. A perfect day.",184,"As amazing as they say. We parked at the Alhambra main parking in the morning, walked down into Granada and visited the cathedral and the El Albayzín walking up to the viewpoints across to the Alhambra. We then walked back down to Plaza Isabel La Catolica and took the C3 little red bus up the hill (saving a tiring walk!). We had booked timed tickets for the the Nazari Palace at the Alhambra for 5pm a few months earlier so avoided any queues. We turned up at the Alhambra entrance around 4pm and looked around the rest of the main site, then when we got to the Palace there was a short wait to be admitted. Although there were quite a few people around we managed to lack behind the main 5pm crowd and had some of the rooms to ourselves for a few moments at least. It really lives up to its reputation, hard to resist continually taking photos but at the same time you just want to soak it all in. Worth going twice, once with a camera and once without! After that we wandered the Generalife Gardens and stayed until around 7:30pm by which time it was almost deserted - a perfect time to wander. We ended up with a nice toasted sandwich at the Parador Cafeteria in the Alhambra grounds - with views across to the Generalife and then back to the car park. A perfect day."
"rn363729454","승현 하","","13 reviews","Must go","1","2016-04-12","Most beautiful palace in Europe. You may find why it's worth of visiting as soon as you enter Palacios Nazaries. I recommend to start from 'Generalife' or end at 'Generalife'.",184,"Must go. Most beautiful palace in Europe. You may find why it's worth of visiting as soon as you enter Palacios Nazaries. I recommend to start from 'Generalife' or end at 'Generalife'."
"rn363691094","BigBri24","Beverley, United Kingdom","43 reviews","Palace by Floodlight","1","2016-04-12","We visited the Palace Tuesday night by floodlight to tour the insides. This was a first class visit with a very atmospheric setting making for some great photography options. The Palace is in first class repair and a must see for anyone even slightly interested in architecture or history. The next day we returned to visit the immaculate gardens - they are so extensive that by the end we had almost got to the point of ""another brilliant garden"" and ""another great view"". One point to bear in mind - they tickets go quickly and they close the doors when the grounds or Palace are full. And when you get to the night visit don't just queue to get in, check with the atendent which time they are letting in or you could be waiting in line when they are letting your time in.",184,"Palace by Floodlight. We visited the Palace Tuesday night by floodlight to tour the insides. This was a first class visit with a very atmospheric setting making for some great photography options. The Palace is in first class repair and a must see for anyone even slightly interested in architecture or history. The next day we returned to visit the immaculate gardens - they are so extensive that by the end we had almost got to the point of ""another brilliant garden"" and ""another great view"". One point to bear in mind - they tickets go quickly and they close the doors when the grounds or Palace are full. And when you get to the night visit don't just queue to get in, check with the atendent which time they are letting in or you could be waiting in line when they are letting your time in."
"rn363294751","bookstall","Somerset UK","6 reviews","Ticket buying for the Alhambra","1","2016-04-11","When trying to buy tickets to visit The Alhambra in 6 weeks time all the online portals said it was sold out for that date. However there was a telephone number on the AlhambraDeGranada website and I managed to get tickets for both the morning and afternoon sessions.",185,"Ticket buying for the Alhambra. When trying to buy tickets to visit The Alhambra in 6 weeks time all the online portals said it was sold out for that date. However there was a telephone number on the AlhambraDeGranada website and I managed to get tickets for both the morning and afternoon sessions."
"rn363283901","David B","","22 reviews","Fabulous ","1","2016-04-11","What a magical mystery tour of a site originally built in 736 AD! The stone work is great to see, with a lot of intricacies built into the walls. The views are impressive from the windows and from the outside grounds. Renovations are on-going with more rooms, baths, walls, etc being uncovered and rebuilt every year. Of course it's highly recommended!",185,"Fabulous . What a magical mystery tour of a site originally built in 736 AD! The stone work is great to see, with a lot of intricacies built into the walls. The views are impressive from the windows and from the outside grounds. Renovations are on-going with more rooms, baths, walls, etc being uncovered and rebuilt every year. Of course it's highly recommended!"
"rn363157184","Mphsich","","9 reviews","Lovely day","1","2016-04-10","We all enjoyed our 4 hour tour of Alhambra. Then a nice lunch at Alberto's Jardine. Fascinating history within Alhambra's walls and gorgeous views / photos from every angle. Highly recommend.",185,"Lovely day. We all enjoyed our 4 hour tour of Alhambra. Then a nice lunch at Alberto's Jardine. Fascinating history within Alhambra's walls and gorgeous views / photos from every angle. Highly recommend."
"rn363016697","Powick","Edmonton, Canada","53 reviews","Huge site","0","2016-04-10","This complex is a must see it Granada. Though it is quite busy. Its amazing that they kept all the Moorish decoration after the city was retaken by the Christians.",186,"Huge site. This complex is a must see it Granada. Though it is quite busy. Its amazing that they kept all the Moorish decoration after the city was retaken by the Christians."
"rn362886238","Tony R","","11 reviews","Well worth a visit","1","2016-04-09","Fernando our tour guide was excellent and can be trusted when he says not to take a photo just yet. He will take you to a place with better views.",186,"Well worth a visit. Fernando our tour guide was excellent and can be trusted when he says not to take a photo just yet. He will take you to a place with better views."
"rn362801619","PaulJudy1066","Portland, OR","10 reviews","Stunning old world Palace","1","2016-04-09","See how the ancient Muslim Kings lived in Granada from their most magnificent palace complex. Plan ahead to get your timed ticket. The architecture, tile work, and carved plasterwork has earned this a UNESCO World Heritage Designation.",186,"Stunning old world Palace. See how the ancient Muslim Kings lived in Granada from their most magnificent palace complex. Plan ahead to get your timed ticket. The architecture, tile work, and carved plasterwork has earned this a UNESCO World Heritage Designation."
"rn362556262","prguru2015","Salford, United Kingdom","64 reviews","Just awe inspiring","1","2016-04-08","We visited on a crisp January morning, it was fabulous and breathtaking.. Don't know if it was because it was out of season but getting a nice coffee and cake wasn't an option there were a couple of coffee machines. Would suggest taking your elevenses with you.",187,"Just awe inspiring. We visited on a crisp January morning, it was fabulous and breathtaking.. Don't know if it was because it was out of season but getting a nice coffee and cake wasn't an option there were a couple of coffee machines. Would suggest taking your elevenses with you."
"rn362529357","roger123Ottawa","Ottawa","96 reviews","Viatour visit","1","2016-04-08","This is a not to be missed attraction in Granada. We took the Viatour visit as the lines to get in are huge. The tour was excellent and the Alhambra itself amazing.",187,"Viatour visit. This is a not to be missed attraction in Granada. We took the Viatour visit as the lines to get in are huge. The tour was excellent and the Alhambra itself amazing."
"rn362451640","Abdi272","","2 reviews","Intricate and incredible","1","2016-04-08","Genuinely unlike many places in the world where you have already seen it in a picture book. No picture captures the intricacies of the alhambra as acurately as walking around. Whether you speak Arabic or not take along a book that explains what you are seeing, to draw out the maximum meaning, as words and phrases are hidden even to the native.",187,"Intricate and incredible. Genuinely unlike many places in the world where you have already seen it in a picture book. No picture captures the intricacies of the alhambra as acurately as walking around. Whether you speak Arabic or not take along a book that explains what you are seeing, to draw out the maximum meaning, as words and phrases are hidden even to the native."
"rn362386781","Nicki O","","4 reviews","The Alhambra is a must-see in Granada","1","2016-04-07","Book early to avoid disappointment. The Alhambra is a beautiful place steeped in history. The palaces themselves and views are all gorgeous and they seem to manage the high volume of visitors very well - in spite of the numbers there we enjoyed our visit thoroughly. I recommend doing your research beforehand - the tickets are very specific about entry times and you won't get in before your allotted session.",188,"The Alhambra is a must-see in Granada. Book early to avoid disappointment. The Alhambra is a beautiful place steeped in history. The palaces themselves and views are all gorgeous and they seem to manage the high volume of visitors very well - in spite of the numbers there we enjoyed our visit thoroughly. I recommend doing your research beforehand - the tickets are very specific about entry times and you won't get in before your allotted session."
"rn362371425","Judy B","New Berlin, Wisconsin","128 reviews","Not to be missed!","1","2016-04-07","Plan on spending a whole day here if you want to see it all. Buy your tickets in advance and follow the advice in the guidebooks as to how to plan your visit. We were there off-season and there were a lot of people so it must be very crowded on-season.",188,"Not to be missed!. Plan on spending a whole day here if you want to see it all. Buy your tickets in advance and follow the advice in the guidebooks as to how to plan your visit. We were there off-season and there were a lot of people so it must be very crowded on-season."
"rn362039341","Mark V","Frankfurt, Germany","156 reviews","Nice history and architecture. Great location ","0","2016-04-06","We had a guided tour of 10 people which made is interesting and pleasant. We visited Generalive and the castles. With the historic explantions it was. Ery interesting and although crowded not too. If I would come back, I would try the sommer festivals.",189,"Nice history and architecture. Great location . We had a guided tour of 10 people which made is interesting and pleasant. We visited Generalive and the castles. With the historic explantions it was. Ery interesting and although crowded not too. If I would come back, I would try the sommer festivals."
"rn361600675","DarylJG","Kettering, United Kingdom","53 reviews"," Come on people, it isn't that difficult ...","1","2016-04-04","I was nearly put off visiting by some of the dire warnings of how hard it is to get tickets &amp; how long we'd have to queue. I'm so glad I ignored them. Here are some facts &amp; figures to put you straight.I went online (via the Ticketmaster link straight from the Alhambra's own website, not hard to find), where all information about the different tickets and prices was available in a selection of languages. I booked 3 months in advance (a shorter advance time than necessary for a concert, festival or theatre performance which nobody seems to struggle booking), &amp; had a choice of every time slot throughout the day. Tip: morning slots allow you to enter the site early, but you can still stay all day if you want to; with a post-2pm slot you only have the afternoon.I was staying over an hour away, so we got up early &amp; had an early breakfast, then set off. We arrived at Granada at 9:30am, &amp; still got into the nearest car park, which was only 30% full an hour after opening. I think there are 5 or 6 more above that one. You take a car park ticket on entry, &amp; pay on departure (just under 5 hours cost me €9). There was no queue to pay car parking at 2:20pm.On reaching the entry, collection of tickets with credit card is clearly marked on signs (to the far right). Head through the passage (not the entrance, though it might look like it to some) &amp; there is a room with about 10 ticket collection machines. At 9:40am on the Friday after Easter, there was 1 person at 1 machine, the others were all free and working; no queue at all (I wonder where everyone went who claimed to have had to queue for an hour or two). I put my Visa card in &amp; my tickets were printed out in 30 seconds.After that, a 20 metre walk to the entrance where ticket bar codes are scanned (that queue probably took us 45 seconds) &amp; we were in.The only restriction is your time slot for the Nazrid Palaces. We had a 12:00 slot, arrived in the queue at 11:50, the gate opened at 12:00 to the second, &amp; after a quick bag check we were in by 12:05. Again, not difficult, virtually no waiting.On leaving at 2:15pm, I had a quick look in the ticket collection machine room - most of the machines were still free, no queues at all.Just be a little organised &amp; this wonderful palace is all yours with no waiting or queueing.",190," Come on people, it isn't that difficult .... I was nearly put off visiting by some of the dire warnings of how hard it is to get tickets &amp; how long we'd have to queue. I'm so glad I ignored them. Here are some facts &amp; figures to put you straight.I went online (via the Ticketmaster link straight from the Alhambra's own website, not hard to find), where all information about the different tickets and prices was available in a selection of languages. I booked 3 months in advance (a shorter advance time than necessary for a concert, festival or theatre performance which nobody seems to struggle booking), &amp; had a choice of every time slot throughout the day. Tip: morning slots allow you to enter the site early, but you can still stay all day if you want to; with a post-2pm slot you only have the afternoon.I was staying over an hour away, so we got up early &amp; had an early breakfast, then set off. We arrived at Granada at 9:30am, &amp; still got into the nearest car park, which was only 30% full an hour after opening. I think there are 5 or 6 more above that one. You take a car park ticket on entry, &amp; pay on departure (just under 5 hours cost me €9). There was no queue to pay car parking at 2:20pm.On reaching the entry, collection of tickets with credit card is clearly marked on signs (to the far right). Head through the passage (not the entrance, though it might look like it to some) &amp; there is a room with about 10 ticket collection machines. At 9:40am on the Friday after Easter, there was 1 person at 1 machine, the others were all free and working; no queue at all (I wonder where everyone went who claimed to have had to queue for an hour or two). I put my Visa card in &amp; my tickets were printed out in 30 seconds.After that, a 20 metre walk to the entrance where ticket bar codes are scanned (that queue probably took us 45 seconds) &amp; we were in.The only restriction is your time slot for the Nazrid Palaces. We had a 12:00 slot, arrived in the queue at 11:50, the gate opened at 12:00 to the second, &amp; after a quick bag check we were in by 12:05. Again, not difficult, virtually no waiting.On leaving at 2:15pm, I had a quick look in the ticket collection machine room - most of the machines were still free, no queues at all.Just be a little organised &amp; this wonderful palace is all yours with no waiting or queueing."
"rn361597631","aGreenerLifeLondon","London, United Kingdom","20 reviews","Just breathtaking","1","2016-04-04","This place is just amazingly beautiful. We visited the Nasrid Palaces and Generalife and would recommend both. You need a full day to do the place justice. Important note: youth and senior tickets booked online cannot be retrieved anywhere but the Alhambra ticket office. The warnings are true: you could easily spend an hour queuing for ticket collection (never mind sales), and nearly another hour at the Nasrid Palaces entrance. I would not like to have to do that at the height of summer.",190,"Just breathtaking. This place is just amazingly beautiful. We visited the Nasrid Palaces and Generalife and would recommend both. You need a full day to do the place justice. Important note: youth and senior tickets booked online cannot be retrieved anywhere but the Alhambra ticket office. The warnings are true: you could easily spend an hour queuing for ticket collection (never mind sales), and nearly another hour at the Nasrid Palaces entrance. I would not like to have to do that at the height of summer."
"rn361572079","Richard B","Ocean City, New Jersey","87 reviews","Very good.......not Gr8","0","2016-04-04","The views are spectacular and the fortress formidable. It's all in your expectations. We took a 2 hour guided tour of The Alhambra which involved a significant amount of hiking on all different types of terrain. A good pair of hiking shoes is highly recommended as the walkways are quite rough and can be difficult for seniors. The architecture was magnificent but rooms were quite similar and lacked color. When asked which local monument she preferred our guide suggested the Real Alcazar in Seville. Upon visiting Alcazar on the following day we found the palace to be more colorful with more variety structure and decorations. The gardens were also well landscaped. It is also important. To buy your tickets on line for timed entry. The audio guide was excellent.",190,"Very good.......not Gr8. The views are spectacular and the fortress formidable. It's all in your expectations. We took a 2 hour guided tour of The Alhambra which involved a significant amount of hiking on all different types of terrain. A good pair of hiking shoes is highly recommended as the walkways are quite rough and can be difficult for seniors. The architecture was magnificent but rooms were quite similar and lacked color. When asked which local monument she preferred our guide suggested the Real Alcazar in Seville. Upon visiting Alcazar on the following day we found the palace to be more colorful with more variety structure and decorations. The gardens were also well landscaped. It is also important. To buy your tickets on line for timed entry. The audio guide was excellent."
"rn361538423","MontrealLaggy","Montreal","129 reviews","A city within a city","1","2016-04-04","A large palace built by Moorish to re-create the idea of what paradise might be. Ingenious use of light and water .Late illustartion of Muslim art in Europe. Even with its austere look, you feel part of another world. This is the essence of the erection of this fortress. A place you must be present to fell the wind of history...",191,"A city within a city. A large palace built by Moorish to re-create the idea of what paradise might be. Ingenious use of light and water .Late illustartion of Muslim art in Europe. Even with its austere look, you feel part of another world. This is the essence of the erection of this fortress. A place you must be present to fell the wind of history..."
"rn361463633","Bethany S","Denver, Colorado","139 reviews","Best site in Granada","1","2016-04-04","Our whole family loved our visit to the Alhambra. We really enjoyed the gardens as well as the palace. I would recommend picking up a map before you enter, as they are hard to find once inside.",191,"Best site in Granada. Our whole family loved our visit to the Alhambra. We really enjoyed the gardens as well as the palace. I would recommend picking up a map before you enter, as they are hard to find once inside."
"rn361394451","TaraJane_10","London, United Kingdom","23 reviews","Amazing","1","2016-04-04","Wonderful loved it! And Granada under it is beautiful! The gardens and fountains and baths truly interesting",191,"Amazing. Wonderful loved it! And Granada under it is beautiful! The gardens and fountains and baths truly interesting"
"rn361310371","JMW02","Greater Manchester, United Kingdom","6 reviews","Stunning","1","2016-04-03","We booked 3 months in advance choosing 8.30am to 2pm slot with entrance to the palace at 10.30am. The timings worked well for us. We collected the tickets the day before and walked from the centre to the Alhambra. We walked around the free areas and familiarised ourselves with the area. The following day we used our tickets to visit the Alhambra. The whole experience was amazing with stunning views of the surroundings, phenonimal architecture in the palaces with water features and gardens. There are good toilet facilities and varied places for drinks, snacks or a meal. An excellent experience.",191,"Stunning. We booked 3 months in advance choosing 8.30am to 2pm slot with entrance to the palace at 10.30am. The timings worked well for us. We collected the tickets the day before and walked from the centre to the Alhambra. We walked around the free areas and familiarised ourselves with the area. The following day we used our tickets to visit the Alhambra. The whole experience was amazing with stunning views of the surroundings, phenonimal architecture in the palaces with water features and gardens. There are good toilet facilities and varied places for drinks, snacks or a meal. An excellent experience."
"rn361192410","131Steph","Colchester, United Kingdom","19 reviews","Take comfy shoes!","0","2016-04-03","It's one steep walk up there from Plaza Nueva so take the no3 bus unless you're pretty fit - were not and regretted it. We pre booked tickets the day before and looking at the map thought we could walk through the Almahbra grounds to the ticket office. This was a mistake as got half way there and then got sent back by an attendant, lots more steps and walking! Anyway once in the place is as lovely as everyone says. Two tips: Avoid organised tours as most participants looked miserable and it stops you being able to see things at your own pace. The history of the place doesn't need explaining, just soak it up.We had lunch at the Parador cafe on the terrace, food was great, lovely view and not crowded. It's a bit tricky to find as not shown on the Alhambra map, it's in the Convent of San Fransisco.",191,"Take comfy shoes!. It's one steep walk up there from Plaza Nueva so take the no3 bus unless you're pretty fit - were not and regretted it. We pre booked tickets the day before and looking at the map thought we could walk through the Almahbra grounds to the ticket office. This was a mistake as got half way there and then got sent back by an attendant, lots more steps and walking! Anyway once in the place is as lovely as everyone says. Two tips: Avoid organised tours as most participants looked miserable and it stops you being able to see things at your own pace. The history of the place doesn't need explaining, just soak it up.We had lunch at the Parador cafe on the terrace, food was great, lovely view and not crowded. It's a bit tricky to find as not shown on the Alhambra map, it's in the Convent of San Fransisco."
"rn361008863","napalovers","Bryn Mawr, Pennsylvania","234 reviews","Just as good 30 years later, but more crowded","1","2016-04-02","Even if you are not big on the history, the absolute beauty of the architecture and the surrounding countryside should not be missed. The many occupants from ancient times have also left their different marks, as explained on the many plaques throughout the site (in english). This is easily a full day experience: RESERVE TICKETS ON LINE PRIOR TO YOUR VISIT and show up an hour before your ticket time. This can be the make or break detail for your access to the palace itself (limited entry per half day visits). We did not get to the palaces though from my memory and others you really should. Generalife Palace was beautiful as well (part of the overall Alhambra access) The grounds and many small courtyard, gardens and fountains will keep you busy as well. Do climb up the towers * ub the Alcazaba section to see the view from this massive complex. Keep in mind there is a rather long walk (sometimes steep) from the entry gates up to the ticket pavillion, though there are buses from town if you want to save your feet for the touring. There is a small hotel on the property which was a luxury stop for hot tea and bocadillo de jamon as a break from the weather on this rainy day (come prepared).",192,"Just as good 30 years later, but more crowded. Even if you are not big on the history, the absolute beauty of the architecture and the surrounding countryside should not be missed. The many occupants from ancient times have also left their different marks, as explained on the many plaques throughout the site (in english). This is easily a full day experience: RESERVE TICKETS ON LINE PRIOR TO YOUR VISIT and show up an hour before your ticket time. This can be the make or break detail for your access to the palace itself (limited entry per half day visits). We did not get to the palaces though from my memory and others you really should. Generalife Palace was beautiful as well (part of the overall Alhambra access) The grounds and many small courtyard, gardens and fountains will keep you busy as well. Do climb up the towers * ub the Alcazaba section to see the view from this massive complex. Keep in mind there is a rather long walk (sometimes steep) from the entry gates up to the ticket pavillion, though there are buses from town if you want to save your feet for the touring. There is a small hotel on the property which was a luxury stop for hot tea and bocadillo de jamon as a break from the weather on this rainy day (come prepared)."
"rn360934969","67_Pancho","","13 reviews","Those Moors knew how to live!","1","2016-04-02","We were on a trip to Costa Del Sol and I insisted that we went to the Alhambra even thought in February the weather was likely to be cloudy and cold - it was but the sun did come out and showed off this magnificent place in all of its glory, at times. I had been some 35 years previously and it amazed me what I could remember and very pleasantly surprised me with what I had forgotten. We ended up going as part of a tour but I would very much recommend you try and go by yourself to spend all day there. I certainly will, and hopefully well within the next 35 years! I'll stick up a few photograph because I really do not have the words to describe this place - just go. There are restrictions on tickets so please research this long before your visit.",192,"Those Moors knew how to live!. We were on a trip to Costa Del Sol and I insisted that we went to the Alhambra even thought in February the weather was likely to be cloudy and cold - it was but the sun did come out and showed off this magnificent place in all of its glory, at times. I had been some 35 years previously and it amazed me what I could remember and very pleasantly surprised me with what I had forgotten. We ended up going as part of a tour but I would very much recommend you try and go by yourself to spend all day there. I certainly will, and hopefully well within the next 35 years! I'll stick up a few photograph because I really do not have the words to describe this place - just go. There are restrictions on tickets so please research this long before your visit."
"rn360606260","DebKep","Morristown, New Jersey","31 reviews","Incredible! Bring your walking shoes...","1","2016-04-01","So much history...spectacular views, architecture, gardens- a true gem. Definitely worth booking ahead for a tour- check hours-- incredible place to be at sunset- and what sunsets in Granada!-- but beautiful any time of day. Extremely busy Easter-time-- booking ahead this week is a must.",193,"Incredible! Bring your walking shoes.... So much history...spectacular views, architecture, gardens- a true gem. Definitely worth booking ahead for a tour- check hours-- incredible place to be at sunset- and what sunsets in Granada!-- but beautiful any time of day. Extremely busy Easter-time-- booking ahead this week is a must."
