"Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Class","MSRP"
"Chevrolet","Camaro",2015,"premium unleaded (recommended)",426,8,"MANUAL","rear wheel drive",2,"High-Performance","Midsize","Coupe",24,16,"0",37305
"Chevrolet","Camaro",2015,"regular unleaded",323,6,"MANUAL","rear wheel drive",2,"Performance","Midsize","Coupe",28,17,"0",26005
"Chevrolet","Camaro",2015,"regular unleaded",323,6,"MANUAL","rear wheel drive",2,"N/A","Midsize","Coupe",28,17,"0",23705
"Chevrolet","Camaro",2016,"premium unleaded (recommended)",275,4,"MANUAL","rear wheel drive",2,"Performance","Midsize","Convertible",30,21,"0",36800
"Chevrolet","Camaro",2017,"premium unleaded (recommended)",275,4,"MANUAL","rear wheel drive",2,"Performance","Midsize","Convertible",30,20,"0",35605
"Toyota","Camry Hybrid",2015,"regular unleaded",200,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",38,40,"1",29980
"Toyota","Camry Solara",2006,"regular unleaded",157,4,"MANUAL","front wheel drive",2,"N/A","Midsize","Coupe",30,21,"1",19530
"Toyota","Camry Solara",2007,"regular unleaded",210,6,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Convertible",26,18,"1",29460
"Toyota","Camry Solara",2007,"regular unleaded",155,4,"MANUAL","front wheel drive",2,"N/A","Midsize","Coupe",31,21,"1",22200
"Toyota","Camry Solara",2008,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",31,22,"1",21010
"Toyota","Camry",2015,"regular unleaded",178,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",35,25,"1",23840
"Toyota","Camry",2016,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",31,21,"1",31370
"Toyota","Camry",2017,"regular unleaded",268,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",30,21,"1",31370
"Toyota","Camry",2017,"regular unleaded",178,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",33,24,"1",26310
"GMC","Canyon",2012,"regular unleaded",185,4,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",25,18,"0",23040
"GMC","Canyon",2012,"regular unleaded",242,5,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",21,16,"0",28610
"GMC","Canyon",2015,"regular unleaded",305,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",26,18,"0",26725
"GMC","Canyon",2015,"regular unleaded",200,4,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",27,20,"0",31650
"GMC","Canyon",2015,"regular unleaded",305,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",26,18,"0",30055
"GMC","Canyon",2016,"regular unleaded",305,6,"AUTOMATIC","four wheel drive",4,"Diesel","Compact","Crew Cab Pickup",24,17,"0",35020
"GMC","Canyon",2016,"regular unleaded",305,6,"AUTOMATIC","four wheel drive",4,"Diesel","Compact","Crew Cab Pickup",24,17,"0",37810
"GMC","Canyon",2016,"regular unleaded",305,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",24,17,"0",35665
"GMC","Canyon",2016,"regular unleaded",305,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",26,18,"0",27385
"GMC","Canyon",2016,"regular unleaded",200,4,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",26,19,"0",23310
"GMC","Canyon",2016,"regular unleaded",200,4,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",27,20,"0",27305
"Chevrolet","Caprice",1994,"regular unleaded",200,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",24,16,"0",2000
"Chevrolet","Caprice",1995,"regular unleaded",200,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",24,16,"0",2000
"Chevrolet","Caprice",1996,"regular unleaded",260,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Wagon",24,15,"0",2000
"Dodge","Caravan",2006,"regular unleaded",180,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Passenger Minivan",24,17,"1",22520
"Cadillac","Catera",1999,"regular unleaded",200,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,16,"1",2066
"Cadillac","Catera",2000,"regular unleaded",200,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,16,"1",2103
"Chevrolet","Cavalier",2003,"regular unleaded",140,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,22,"0",15730
"Chevrolet","Cavalier",2005,"regular unleaded",140,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",33,23,"0",16090
"Porsche","Cayman",2015,"premium unleaded (required)",325,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Coupe",28,20,"1",63800
"Volkswagen","CC",2015,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Performance","Midsize","Sedan",32,21,"0",32995
"Volkswagen","CC",2015,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Performance","Midsize","Sedan",31,22,"0",38085
"Volkswagen","CC",2015,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Performance","Midsize","Sedan",31,22,"0",34095
"Volkswagen","CC",2016,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Performance","Midsize","Sedan",31,22,"0",35755
"Volkswagen","CC",2017,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Performance","Midsize","Sedan",31,22,"0",34475
"Toyota","Celica",2004,"premium unleaded (required)",180,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",30,21,"1",22235
"Toyota","Celica",2004,"regular unleaded",140,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,"1",18370
"Dodge","Challenger",2015,"regular unleaded",375,8,"MANUAL","rear wheel drive",2,"Performance","Large","Coupe",23,15,"1",31995
"Dodge","Challenger",2016,"regular unleaded",305,6,"AUTOMATIC","rear wheel drive",2,"Performance","Large","Coupe",30,19,"1",29995
"Dodge","Challenger",2016,"regular unleaded",375,8,"MANUAL","rear wheel drive",2,"High-Performance","Large","Coupe",23,15,"1",35995
"Dodge","Challenger",2017,"premium unleaded (recommended)",485,8,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Large","Coupe",23,14,"1",37995
"Dodge","Challenger",2017,"regular unleaded",375,8,"MANUAL","rear wheel drive",2,"High-Performance","Large","Coupe",23,15,"1",40140
"Dodge","Charger",2016,"regular unleaded",370,8,"AUTOMATIC","rear wheel drive",4,"High-Performance","Large","Sedan",25,16,"1",36895
"Dodge","Charger",2016,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",31,19,"1",31995
"Dodge","Charger",2017,"regular unleaded",370,8,"AUTOMATIC","rear wheel drive",4,"High-Performance","Large","Sedan",25,16,"1",34790
"Chrysler","Cirrus",1998,"regular unleaded",168,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",25,17,"0",2107
"Honda","Civic CRX",1990,"regular unleaded",108,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",30,24,"1",2000
"Honda","Civic del Sol",1995,"regular unleaded",102,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",37,30,"1",2000
"Honda","Civic del Sol",1997,"regular unleaded",160,4,"MANUAL","front wheel drive",2,"Factory Tuner,Performance","Compact","Coupe",27,23,"1",2410
"Honda","Civic del Sol",1997,"regular unleaded",127,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",33,26,"1",2322
"Honda","Civic",2015,"regular unleaded",143,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",39,30,"1",24340
"Honda","Civic",2015,"regular unleaded",110,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Compact","Sedan",47,44,"1",26235
"Honda","Civic",2015,"regular unleaded",143,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",39,30,"1",19290
"Honda","Civic",2015,"regular unleaded",143,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",36,28,"1",18290
"Honda","Civic",2015,"regular unleaded",143,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",36,28,"1",18490
"Honda","Civic",2015,"premium unleaded (required)",205,4,"MANUAL","front wheel drive",2,"Factory Tuner,Performance","Compact","Coupe",31,22,"1",24590
"Honda","Civic",2016,"regular unleaded",174,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",42,31,"1",23200
"Honda","Civic",2016,"regular unleaded",158,4,"AUTOMATIC","front wheel drive",2,"N/A","Compact","Coupe",41,30,"1",19850
"Honda","Civic",2017,"regular unleaded",174,4,"AUTOMATIC","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",40,31,"1",25300
"Honda","Civic",2017,"regular unleaded",158,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",40,31,"1",21140
"Honda","Civic",2017,"regular unleaded",174,4,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",41,30,"1",21600
"Chevrolet","C/K 1500 Series",1997,"regular unleaded",200,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",18,14,"0",2949
"Chevrolet","C/K 1500 Series",1997,"regular unleaded",200,6,"MANUAL","rear wheel drive",2,"N/A","Large","Extended Cab Pickup",20,15,"0",2713
"Chevrolet","C/K 1500 Series",1997,"regular unleaded",200,6,"MANUAL","four wheel drive",2,"N/A","Large","Extended Cab Pickup",18,14,"0",3088
"Chevrolet","C/K 1500 Series",1998,"regular unleaded",200,6,"MANUAL","four wheel drive",2,"N/A","Large","Extended Cab Pickup",19,14,"0",3427
"Chevrolet","C/K 1500 Series",1998,"regular unleaded",200,6,"MANUAL","rear wheel drive",2,"N/A","Large","Extended Cab Pickup",21,16,"0",2996
"Chevrolet","C/K 1500 Series",1998,"regular unleaded",200,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",19,14,"0",2883
"Chevrolet","C/K 1500 Series",1998,"regular unleaded",200,6,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",21,16,"0",2885
"Chevrolet","C/K 1500 Series",1998,"regular unleaded",230,8,"MANUAL","rear wheel drive",2,"N/A","Large","Extended Cab Pickup",18,13,"0",3342
"Chevrolet","C/K 1500 Series",1998,"regular unleaded",200,6,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",21,16,"0",2653
"Chevrolet","C/K 1500 Series",1998,"regular unleaded",200,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",19,14,"0",3067
"Chevrolet","C/K 1500 Series",1998,"regular unleaded",200,6,"MANUAL","four wheel drive",2,"N/A","Large","Regular Cab Pickup",19,14,"0",3282
"Chevrolet","C/K 2500 Series",1998,"regular unleaded",255,8,"MANUAL","rear wheel drive",2,"N/A","Large","Extended Cab Pickup",18,12,"0",3360
"Chevrolet","C/K 2500 Series",1998,"regular unleaded",255,8,"MANUAL","rear wheel drive",2,"N/A","Large","Extended Cab Pickup",18,12,"0",3068
"Chevrolet","C/K 2500 Series",1998,"regular unleaded",255,8,"MANUAL","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",18,12,"0",3090
"Mercedes-Benz","CL-Class",2012,"premium unleaded (required)",621,12,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Large","Coupe",18,12,"0",211000
"Mercedes-Benz","CL-Class",2012,"premium unleaded (required)",429,8,"AUTOMATIC","all wheel drive",2,"Luxury,High-Performance","Large","Coupe",24,15,"0",114100
"Mercedes-Benz","CL-Class",2013,"premium unleaded (required)",510,12,"AUTOMATIC","rear wheel drive",2,"Luxury,High-Performance","Large","Coupe",18,12,"0",160300
"Acura","CL",2002,"premium unleaded (required)",225,6,"AUTOMATIC","front wheel drive",2,"Luxury","Midsize","Coupe",27,17,"0",28030
"Acura","CL",2003,"premium unleaded (required)",260,6,"MANUAL","front wheel drive",2,"Factory Tuner,Luxury,Performance","Midsize","Coupe",26,17,"0",32700
"Chevrolet","Classic",2005,"regular unleaded",140,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",31,22,"0",19690
"Mercedes-Benz","CLK-Class",2008,"premium unleaded (required)",382,8,"AUTOMATIC","rear wheel drive",2,"Luxury,High-Performance","Compact","Coupe",22,15,"0",55150
"Mercedes-Benz","CLK-Class",2009,"premium unleaded (required)",382,8,"AUTOMATIC","rear wheel drive",2,"Luxury,High-Performance","Midsize","Convertible",21,15,"0",64800
"Mercedes-Benz","CLS-Class",2015,"premium unleaded (required)",577,8,"AUTOMATIC","all wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","Sedan",22,16,"0",106550
"Mercedes-Benz","CLS-Class",2017,"premium unleaded (required)",402,8,"AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Midsize","Sedan",26,18,"0",74850
"Chevrolet","Cobalt",2009,"regular unleaded",155,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,25,"0",16460
"Chevrolet","Cobalt",2009,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",37,25,"0",14990
"Chevrolet","Cobalt",2010,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",37,25,"0",15670
"Chevrolet","Cobalt",2010,"premium unleaded (recommended)",260,4,"MANUAL","front wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",30,22,"0",24535
"Chevrolet","Colorado",2012,"regular unleaded",185,4,"MANUAL","four wheel drive",2,"N/A","Compact","Regular Cab Pickup",24,18,"0",20980
"Chevrolet","Colorado",2012,"regular unleaded",185,4,"AUTOMATIC","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",25,18,"0",20370
"Chevrolet","Colorado",2015,"regular unleaded",305,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",24,17,"0",34415
"Chevrolet","Colorado",2015,"regular unleaded",200,4,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",26,19,"0",21775
"Chevrolet","Colorado",2015,"regular unleaded",200,4,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",26,19,"0",20120
"Chevrolet","Colorado",2015,"regular unleaded",200,4,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",27,20,"0",27630
"Chevrolet","Colorado",2016,"regular unleaded",305,6,"AUTOMATIC","four wheel drive",4,"Diesel","Compact","Crew Cab Pickup",24,17,"0",30365
"Chevrolet","Colorado",2016,"regular unleaded",200,4,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",25,19,"0",32440
"Chevrolet","Colorado",2016,"regular unleaded",305,6,"AUTOMATIC","rear wheel drive",4,"Diesel","Compact","Crew Cab Pickup",26,18,"0",26510
"Chevrolet","Colorado",2016,"regular unleaded",200,4,"MANUAL","rear wheel drive",4,"Diesel","Compact","Extended Cab Pickup",26,19,"0",22435
"Dodge","Colt",1992,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,27,"1",2000
"Dodge","Colt",1992,"regular unleaded",92,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",32,25,"1",2000
"Dodge","Colt",1993,"regular unleaded",92,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",36,28,"1",2000
"Plymouth","Colt",1992,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",26,21,"0",2000
"Plymouth","Colt",1993,"regular unleaded",113,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",31,23,"0",2000
"Plymouth","Colt",1994,"regular unleaded",136,4,"MANUAL","all wheel drive",4,"N/A","Compact","Wagon",22,18,"0",2000
"Chrysler","Concorde",2003,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Large","Sedan",27,19,"0",23180
"Chrysler","Concorde",2003,"regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,17,"0",28805
"Bentley","Continental Flying Spur Speed",2013,"flex-fuel (premium unleaded required/E85)",600,12,"AUTOMATIC","all wheel drive",4,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Large","Sedan",17,10,"0",209600
"Bentley","Continental GT Speed",2014,"flex-fuel (premium unleaded required/E85)",616,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",20,13,"0",217000
"Bentley","Continental GT",2015,"flex-fuel (premium unleaded required/E85)",567,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Luxury,High-Performance","Midsize","Coupe",21,12,"0",203500
"Bentley","Continental GT",2015,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Convertible",24,14,"0",206300
"Bentley","Continental GT",2015,"premium unleaded (required)",521,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",25,15,"0",199700
"Bentley","Continental GT",2016,"premium unleaded (required)",521,8,"AUTOMATIC","all wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Midsize","Convertible",24,14,"0",231800
"Bentley","Continental GT",2016,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Convertible",24,14,"0",218400
"Bentley","Continental GTC",2013,"flex-fuel (premium unleaded required/E85)",567,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Luxury,High-Performance","Midsize","Convertible",19,11,"0",212800
"Bentley","Continental GTC",2013,"premium unleaded (required)",500,8,"AUTOMATIC","all wheel drive",2,"Exotic,Luxury,High-Performance","Midsize","Convertible",24,14,"0",191400
"Bentley","Continental GTC",2014,"flex-fuel (premium unleaded required/E85)",567,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Luxury,High-Performance","Midsize","Convertible",20,12,"0",218500
"Bentley","Continental Supersports",2010,"flex-fuel (premium unleaded required/E85)",621,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",19,12,"0",267000
"Bentley","Continental Supersports",2011,"flex-fuel (premium unleaded required/E85)",621,12,"AUTOMATIC","all wheel drive",2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance","Midsize","Coupe",19,12,"0",267000
"Bentley","Continental",2001,"premium unleaded (required)",420,8,"AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","Coupe",15,10,"0",299900
"Lincoln","Continental",2017,"premium unleaded (recommended)",NA,6,"AUTOMATIC","all wheel drive",4,"Luxury","Large","Sedan",25,17,"0",64915
"Ford","Contour SVT",1998,"regular unleaded",195,6,"MANUAL","front wheel drive",4,"Factory Tuner,Performance","Midsize","Sedan",26,17,"1",2655
"Ford","Contour SVT",1999,"regular unleaded",200,6,"MANUAL","front wheel drive",4,"Factory Tuner,Performance","Midsize","Sedan",26,17,"1",2702
"Ford","Contour",1998,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",32,21,"1",2000
"Ford","Contour",1999,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",31,21,"1",2000
"Ford","Contour",1999,"regular unleaded",125,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",31,21,"1",2000
"Ford","Contour",2000,"regular unleaded",170,6,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",27,18,"1",2000
"Toyota","Corolla",2015,"regular unleaded",132,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",38,29,"1",18965
"Toyota","Corolla",2015,"regular unleaded",140,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",40,30,"1",19665
"Toyota","Corolla",2015,"regular unleaded",132,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",37,28,"1",21495
"Toyota","Corolla",2016,"regular unleaded",140,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",42,30,"1",19135
"Toyota","Corolla",2016,"regular unleaded",132,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,29,"1",20065
"Toyota","Corolla",2016,"regular unleaded",132,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",38,29,"1",18735
"Toyota","Corolla",2016,"regular unleaded",132,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,29,"1",19365
"Volkswagen","Corrado",1993,"regular unleaded",178,6,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",23,16,"0",2000
"Chevrolet","Corvette",2015,"premium unleaded (required)",650,8,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Convertible",22,15,"0",83000
"Chevrolet","Corvette",2016,"premium unleaded (recommended)",460,8,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",29,17,"0",70145
"Chevrolet","Corvette",2016,"premium unleaded (required)",650,8,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Convertible",22,15,"0",83400
"Chevrolet","Corvette",2016,"premium unleaded (required)",650,8,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",22,15,"0",82965
"Chevrolet","Corvette",2017,"premium unleaded (recommended)",455,8,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,16,"0",59905
"Chevrolet","Corvette",2017,"premium unleaded (required)",650,8,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",22,15,"0",88395
"Chevrolet","Corvette",2017,"premium unleaded (recommended)",455,8,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",25,16,"0",59450
"Chevrolet","Corvette",2017,"premium unleaded (recommended)",460,8,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,16,"0",70195
"Chevrolet","Corvette",2017,"premium unleaded (required)",650,8,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",22,15,"0",83015
"Honda","CR-V",2014,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",31,23,"1",25220
"Honda","CR-V",2015,"regular unleaded",185,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",33,26,"1",32895
"Honda","CR-V",2015,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",34,27,"1",23445
"Honda","CR-V",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",33,26,"1",32095
"Honda","CR-V",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",33,26,"1",25995
"Honda","CR-Z",2015,"regular unleaded",130,4,"MANUAL","front wheel drive",2,"Hatchback,Hybrid","Compact","2dr Hatchback",38,31,"1",21990
"Honda","CR-Z",2015,"regular unleaded",130,4,"AUTOMATIC","front wheel drive",2,"Hatchback,Hybrid","Compact","2dr Hatchback",39,36,"1",24140
"Honda","CR-Z",2015,"regular unleaded",130,4,"MANUAL","front wheel drive",2,"Hatchback,Hybrid","Compact","2dr Hatchback",38,31,"1",23490
"Toyota","Cressida",1991,"regular unleaded",190,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","Sedan",22,17,"1",2000
"Toyota","Cressida",1992,"regular unleaded",190,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","Sedan",22,17,"1",2000
"Chrysler","Crossfire",2007,"premium unleaded (required)",215,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",23,15,"0",38955
"Honda","Crosstour",2014,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",30,20,"1",33690
"Honda","Crosstour",2014,"regular unleaded",278,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",28,19,"1",35140
"Honda","Crosstour",2014,"regular unleaded",278,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",28,19,"1",37240
"Honda","Crosstour",2014,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",30,20,"1",31040
"Chevrolet","Cruze Limited",2016,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",36,25,"0",16120
"Chevrolet","Cruze",2017,"regular unleaded",153,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",39,28,"0",16975
"Cadillac","CT6",2016,"premium unleaded (required)",404,6,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Large","Sedan",26,18,"1",87465
"Cadillac","CT6",2017,"premium unleaded (recommended)",265,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",30,22,"1",58395
"Cadillac","CT6",2017,"premium unleaded (required)",404,6,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Large","Sedan",26,18,"1",67595
"Cadillac","CTS Coupe",2012,"regular unleaded",318,6,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Coupe",27,18,"1",50050
"Cadillac","CTS Coupe",2013,"regular unleaded",318,6,"AUTOMATIC","all wheel drive",2,"Luxury,Performance","Midsize","Coupe",27,18,"1",45850
"Cadillac","CTS Coupe",2013,"regular unleaded",318,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",27,18,"1",48150
"Cadillac","CTS Coupe",2014,"regular unleaded",318,6,"AUTOMATIC","rear wheel drive",2,"Luxury,Performance","Midsize","Coupe",27,18,"1",47995
"Cadillac","CTS Wagon",2012,"regular unleaded",270,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",27,18,"1",39015
"Cadillac","CTS Wagon",2012,"regular unleaded",318,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Midsize","Wagon",26,18,"1",44190
"Cadillac","CTS",2015,"premium unleaded (recommended)",272,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",28,19,"1",53270
"Cadillac","CTS",2016,"premium unleaded (recommended)",268,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",29,21,"1",53285
"Cadillac","CTS",2016,"regular unleaded",335,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",28,19,"1",60285
"Cadillac","CTS",2016,"regular unleaded",335,6,"AUTOMATIC","rear wheel drive",4,"Luxury,High-Performance","Large","Sedan",30,20,"1",62685
"Cadillac","CTS",2017,"premium unleaded (required)",420,6,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Large","Sedan",24,16,"1",70795
"Cadillac","CTS",2017,"premium unleaded (recommended)",268,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",29,21,"1",47995
"Nissan","Cube",2012,"regular unleaded",122,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",31,27,"1",17580
"Nissan","Cube",2013,"regular unleaded",122,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",31,27,"1",18860
